,fold_0,fold_1,fold_2,fold_3,fold_4
sub4785452,0.0,0.0,1.0,0.0,0.0
sub2616838,1.0,0.0,0.0,0.0,0.0
sub2491780,0.0,1.0,0.0,0.0,0.0
sub4294137,0.0,0.0,0.0,1.0,0.0
sub2710111,1.0,0.0,0.0,0.0,0.0
sub1034907,0.0,0.0,0.0,1.0,0.0
sub4087010,0.0,0.0,0.0,0.0,1.0
sub4369746,0.0,1.0,0.0,0.0,0.0
sub5561620,0.0,0.0,0.0,1.0,0.0
sub5572833,0.0,1.0,0.0,0.0,0.0
sub3839424,0.0,0.0,0.0,1.0,0.0
sub4643843,0.0,1.0,0.0,0.0,0.0
sub3663808,0.0,0.0,1.0,0.0,0.0
sub2520519,1.0,0.0,0.0,0.0,0.0
sub3097420,0.0,0.0,1.0,0.0,0.0
sub4549302,0.0,1.0,0.0,0.0,0.0
sub3144065,0.0,0.0,0.0,0.0,1.0
sub4615769,1.0,0.0,0.0,0.0,0.0
sub2045984,0.0,1.0,0.0,0.0,0.0
sub3725092,0.0,1.0,0.0,0.0,0.0
sub3467911,0.0,0.0,0.0,1.0,0.0
sub2898912,0.0,0.0,0.0,1.0,0.0
sub4476509,0.0,0.0,1.0,0.0,0.0
sub2226607,0.0,0.0,0.0,1.0,0.0
1091803xsub,1.0,0.0,0.0,0.0,0.0
sub5916376,0.0,1.0,0.0,0.0,0.0
sub1117025,0.0,0.0,0.0,1.0,0.0
sub1223066,0.0,0.0,1.0,0.0,0.0
sub4477433,0.0,0.0,0.0,1.0,0.0
sub5878679,0.0,0.0,0.0,0.0,1.0
sub1783416,0.0,1.0,0.0,0.0,0.0
sub5959408,0.0,1.0,0.0,0.0,0.0
sub2541280,0.0,1.0,0.0,0.0,0.0
sub1068724,0.0,0.0,1.0,0.0,0.0
sub3032631,0.0,0.0,1.0,0.0,0.0
sub3869707,1.0,0.0,0.0,0.0,0.0
sub4000018,0.0,1.0,0.0,0.0,0.0
sub2824848,1.0,0.0,0.0,0.0,0.0
sub1388139,0.0,0.0,1.0,0.0,0.0
sub2883491,0.0,0.0,0.0,0.0,1.0
sub4724785,0.0,0.0,1.0,0.0,0.0
sub1720697,0.0,0.0,0.0,1.0,0.0
sub5169410,0.0,1.0,0.0,0.0,0.0
sub3095096,0.0,0.0,0.0,0.0,1.0
sub5688289,0.0,1.0,0.0,0.0,0.0
sub2480074,0.0,0.0,0.0,0.0,1.0
sub1616703,1.0,0.0,0.0,0.0,0.0
sub5286064,0.0,0.0,0.0,1.0,0.0
sub2126950,0.0,1.0,0.0,0.0,0.0
sub4107026,0.0,0.0,1.0,0.0,0.0
sub5977795,0.0,0.0,0.0,0.0,1.0
sub2448711,0.0,1.0,0.0,0.0,0.0
sub4250255,0.0,0.0,1.0,0.0,0.0
sub3156963,0.0,0.0,0.0,0.0,1.0
sub4900522,0.0,0.0,0.0,0.0,1.0
sub4882115,1.0,0.0,0.0,0.0,0.0
sub3227472,0.0,0.0,1.0,0.0,0.0
sub4028560,0.0,0.0,0.0,0.0,1.0
sub3038556,0.0,0.0,0.0,0.0,1.0
sub5202787,0.0,1.0,0.0,0.0,0.0
sub2087418,0.0,0.0,0.0,0.0,1.0
sub3013221,0.0,0.0,0.0,0.0,1.0
sub1807562,0.0,0.0,0.0,1.0,0.0
sub3363568,0.0,0.0,1.0,0.0,0.0
sub3163316,0.0,0.0,1.0,0.0,0.0
sub2956754,0.0,0.0,1.0,0.0,0.0
sub5586919,0.0,1.0,0.0,0.0,0.0
sub3244770,0.0,0.0,0.0,0.0,1.0
sub3503906,0.0,0.0,0.0,0.0,1.0
sub4303819,1.0,0.0,0.0,0.0,0.0
sub2246279,0.0,0.0,1.0,0.0,0.0
sub5151346,0.0,0.0,1.0,0.0,0.0
sub5437633,0.0,0.0,1.0,0.0,0.0
sub4695879,1.0,0.0,0.0,0.0,0.0
sub1008368,0.0,0.0,1.0,0.0,0.0
sub4004385,0.0,0.0,0.0,0.0,1.0
sub1311150,0.0,1.0,0.0,0.0,0.0
sub3843256,0.0,0.0,0.0,1.0,0.0
sub2619043,1.0,0.0,0.0,0.0,0.0
sub3566882,0.0,0.0,0.0,0.0,1.0
sub5674984,0.0,0.0,0.0,0.0,1.0
sub4636938,0.0,1.0,0.0,0.0,0.0
sub3675020,0.0,0.0,1.0,0.0,0.0
sub1521786,1.0,0.0,0.0,0.0,0.0
sub3472659,0.0,0.0,1.0,0.0,0.0
sub3829220,1.0,0.0,0.0,0.0,0.0
sub4581499,0.0,0.0,0.0,0.0,1.0
sub5130009,1.0,0.0,0.0,0.0,0.0
sub1400279,0.0,0.0,0.0,1.0,0.0
sub1481267,0.0,0.0,0.0,1.0,0.0
sub2669231,0.0,0.0,1.0,0.0,0.0
sub1486338,1.0,0.0,0.0,0.0,0.0
sub4572089,0.0,0.0,1.0,0.0,0.0
sub5307706,0.0,0.0,0.0,0.0,1.0
sub5116693,0.0,1.0,0.0,0.0,0.0
sub1985664,0.0,0.0,1.0,0.0,0.0
sub2138628,1.0,0.0,0.0,0.0,0.0
sub2142612,1.0,0.0,0.0,0.0,0.0
sub5088914,0.0,1.0,0.0,0.0,0.0
sub1796082,0.0,1.0,0.0,0.0,0.0
sub1161318,0.0,0.0,0.0,1.0,0.0
sub3706852,0.0,0.0,0.0,1.0,0.0
sub4692064,1.0,0.0,0.0,0.0,0.0
sub5908311,0.0,0.0,0.0,0.0,1.0
sub2417475,0.0,0.0,0.0,0.0,1.0
sub1545928,0.0,0.0,1.0,0.0,0.0
sub1905420,0.0,0.0,0.0,0.0,1.0
sub4429224,1.0,0.0,0.0,0.0,0.0
sub5549720,0.0,0.0,1.0,0.0,0.0
sub1073254,0.0,1.0,0.0,0.0,0.0
sub4580064,0.0,0.0,0.0,1.0,0.0
sub1023658,0.0,1.0,0.0,0.0,0.0
sub5693247,1.0,0.0,0.0,0.0,0.0
sub4964143,0.0,0.0,1.0,0.0,0.0
sub4643109,0.0,0.0,0.0,0.0,1.0
sub1446484,1.0,0.0,0.0,0.0,0.0
sub1640191,0.0,1.0,0.0,0.0,0.0
sub3880237,0.0,0.0,0.0,0.0,1.0
sub4348999,0.0,0.0,0.0,0.0,1.0
sub2692924,0.0,0.0,1.0,0.0,0.0
sub1155016,0.0,0.0,0.0,1.0,0.0
sub2409103,0.0,0.0,0.0,0.0,1.0
sub3693055,0.0,1.0,0.0,0.0,0.0
sub3163889,0.0,0.0,1.0,0.0,0.0
sub3075273,0.0,0.0,0.0,1.0,0.0
sub4611270,1.0,0.0,0.0,0.0,0.0
sub4901391,1.0,0.0,0.0,0.0,0.0
sub3276860,0.0,0.0,0.0,1.0,0.0
sub4896398,0.0,0.0,1.0,0.0,0.0
sub1014368,0.0,0.0,0.0,1.0,0.0
sub1946822,0.0,0.0,0.0,0.0,1.0
sub5049735,0.0,0.0,0.0,0.0,1.0
sub5736553,0.0,0.0,0.0,1.0,0.0
sub2112657,0.0,0.0,1.0,0.0,0.0
sub2275201,0.0,0.0,0.0,1.0,0.0
sub3908774,1.0,0.0,0.0,0.0,0.0
sub1787394,0.0,0.0,0.0,0.0,1.0
sub3296226,0.0,1.0,0.0,0.0,0.0
sub3245623,0.0,0.0,0.0,0.0,1.0
sub3692794,0.0,1.0,0.0,0.0,0.0
sub2546480,0.0,0.0,1.0,0.0,0.0
sub2337910,0.0,0.0,0.0,0.0,1.0
sub1427412,0.0,0.0,1.0,0.0,0.0
sub1393124,0.0,0.0,0.0,1.0,0.0
sub4241761,0.0,0.0,0.0,1.0,0.0
sub2011525,0.0,0.0,0.0,0.0,1.0
sub2317654,0.0,1.0,0.0,0.0,0.0
sub1269441,0.0,0.0,0.0,1.0,0.0
sub2765767,0.0,0.0,0.0,0.0,1.0
sub3027996,1.0,0.0,0.0,0.0,0.0
sub2519600,0.0,0.0,0.0,1.0,0.0
sub3988975,0.0,1.0,0.0,0.0,0.0
sub3321031,0.0,1.0,0.0,0.0,0.0
sub3658297,1.0,0.0,0.0,0.0,0.0
sub1295689,0.0,0.0,1.0,0.0,0.0
sub2953727,1.0,0.0,0.0,0.0,0.0
sub2048471,0.0,0.0,0.0,0.0,1.0
sub1522658,0.0,0.0,0.0,1.0,0.0
sub4430024,0.0,0.0,1.0,0.0,0.0
sub1239027,0.0,0.0,1.0,0.0,0.0
sub5924610,0.0,0.0,1.0,0.0,0.0
sub5030647,0.0,1.0,0.0,0.0,0.0
sub1123125,0.0,1.0,0.0,0.0,0.0
sub4752364,0.0,0.0,0.0,0.0,1.0
sub3061546,0.0,0.0,1.0,0.0,0.0
sub2749720,0.0,0.0,0.0,0.0,1.0
sub3182636,1.0,0.0,0.0,0.0,0.0
sub2640059,0.0,0.0,0.0,0.0,1.0
sub5089401,0.0,1.0,0.0,0.0,0.0
sub5360424,1.0,0.0,0.0,0.0,0.0
sub3653086,1.0,0.0,0.0,0.0,0.0
sub3834293,0.0,1.0,0.0,0.0,0.0
sub2774117,0.0,0.0,1.0,0.0,0.0
sub3026103,1.0,0.0,0.0,0.0,0.0
sub3878613,0.0,0.0,1.0,0.0,0.0
sub4411282,0.0,0.0,1.0,0.0,0.0
sub4279981,0.0,0.0,0.0,1.0,0.0
sub5336999,0.0,0.0,1.0,0.0,0.0
sub5338884,0.0,0.0,0.0,0.0,1.0
sub3301439,0.0,0.0,0.0,0.0,1.0
sub4729386,0.0,0.0,0.0,1.0,0.0
sub4146369,0.0,1.0,0.0,0.0,0.0
sub3257395,0.0,0.0,0.0,0.0,1.0
sub3776446,1.0,0.0,0.0,0.0,0.0
sub3369473,1.0,0.0,0.0,0.0,0.0
sub4476961,0.0,0.0,0.0,0.0,1.0
sub1414323,0.0,0.0,1.0,0.0,0.0
sub3015566,0.0,0.0,0.0,0.0,1.0
sub3113272,1.0,0.0,0.0,0.0,0.0
sub3986410,0.0,0.0,0.0,1.0,0.0
sub1215567,0.0,0.0,0.0,0.0,1.0
sub5280133,0.0,0.0,0.0,0.0,1.0
sub2774882,0.0,0.0,0.0,0.0,1.0
