,fold_0,fold_1,fold_2,fold_3,fold_4
sub5236511,0.0,1.0,0.0,0.0,0.0
sub2758973,0.0,0.0,0.0,1.0,0.0
sub1288912,1.0,0.0,0.0,0.0,0.0
sub4834846,0.0,0.0,0.0,0.0,1.0
sub2729638,0.0,0.0,0.0,1.0,0.0
sub3868145,1.0,0.0,0.0,0.0,0.0
sub5374591,0.0,0.0,0.0,0.0,1.0
sub1955003,0.0,0.0,0.0,0.0,1.0
sub5272096,0.0,1.0,0.0,0.0,0.0
sub1668658,0.0,1.0,0.0,0.0,0.0
sub3769135,0.0,1.0,0.0,0.0,0.0
sub1698688,0.0,0.0,1.0,0.0,0.0
sub5495123,0.0,0.0,0.0,1.0,0.0
sub4094593,1.0,0.0,0.0,0.0,0.0
sub2261842,0.0,0.0,0.0,1.0,0.0
sub4159236,1.0,0.0,0.0,0.0,0.0
sub4670036,0.0,1.0,0.0,0.0,0.0
sub5077664,0.0,1.0,0.0,0.0,0.0
sub5682912,0.0,0.0,0.0,1.0,0.0
sub2079905,0.0,0.0,0.0,0.0,1.0
sub1944635,0.0,0.0,0.0,0.0,1.0
sub1065858,0.0,0.0,0.0,1.0,0.0
sub4588949,0.0,0.0,0.0,1.0,0.0
sub3502189,0.0,0.0,1.0,0.0,0.0
sub1063307,0.0,0.0,0.0,0.0,1.0
sub3952226,0.0,1.0,0.0,0.0,0.0
sub3648009,0.0,0.0,1.0,0.0,0.0
sub1787846,0.0,0.0,1.0,0.0,0.0
sub2851610,0.0,1.0,0.0,0.0,0.0
sub1777388,0.0,0.0,0.0,0.0,1.0
sub4642213,1.0,0.0,0.0,0.0,0.0
sub4724768,0.0,1.0,0.0,0.0,0.0
sub2776606,0.0,0.0,0.0,1.0,0.0
sub1713526,0.0,0.0,0.0,0.0,1.0
sub4355762,0.0,1.0,0.0,0.0,0.0
sub1249365,0.0,1.0,0.0,0.0,0.0
sub3984694,0.0,0.0,1.0,0.0,0.0
sub4649475,0.0,0.0,1.0,0.0,0.0
sub1155903,0.0,0.0,0.0,1.0,0.0
sub3159531,1.0,0.0,0.0,0.0,0.0
sub2157518,0.0,0.0,0.0,1.0,0.0
sub5537210,0.0,0.0,0.0,1.0,0.0
sub1223189,0.0,0.0,0.0,1.0,0.0
sub4851674,0.0,0.0,1.0,0.0,0.0
sub1736974,0.0,1.0,0.0,0.0,0.0
sub3067375,1.0,0.0,0.0,0.0,0.0
sub5733079,1.0,0.0,0.0,0.0,0.0
sub5739840,0.0,0.0,0.0,0.0,1.0
sub3164167,0.0,0.0,1.0,0.0,0.0
sub2584661,0.0,0.0,0.0,0.0,1.0
sub3218146,0.0,0.0,0.0,1.0,0.0
sub2364847,0.0,1.0,0.0,0.0,0.0
sub4638310,0.0,0.0,0.0,1.0,0.0
sub1780645,1.0,0.0,0.0,0.0,0.0
sub1608388,1.0,0.0,0.0,0.0,0.0
sub1107893,1.0,0.0,0.0,0.0,0.0
sub1086229,0.0,0.0,1.0,0.0,0.0
sub4410020,0.0,0.0,0.0,1.0,0.0
sub4525252,0.0,0.0,0.0,1.0,0.0
sub5719744,1.0,0.0,0.0,0.0,0.0
sub4874939,1.0,0.0,0.0,0.0,0.0
sub3939364,0.0,0.0,1.0,0.0,0.0
sub5817620,0.0,0.0,0.0,1.0,0.0
sub2512938,1.0,0.0,0.0,0.0,0.0
sub1267162,0.0,1.0,0.0,0.0,0.0
sub4703507,1.0,0.0,0.0,0.0,0.0
sub3800982,0.0,0.0,1.0,0.0,0.0
sub5195685,0.0,0.0,1.0,0.0,0.0
sub2950850,0.0,0.0,0.0,0.0,1.0
sub4310429,0.0,0.0,0.0,1.0,0.0
sub1168608,0.0,0.0,0.0,0.0,1.0
sub2663574,0.0,0.0,0.0,0.0,1.0
sub5670487,0.0,0.0,0.0,1.0,0.0
sub4088788,0.0,1.0,0.0,0.0,0.0
sub1449174,0.0,0.0,1.0,0.0,0.0
sub4595515,0.0,0.0,0.0,1.0,0.0
sub5774408,0.0,0.0,0.0,0.0,1.0
sub3005166,0.0,0.0,0.0,0.0,1.0
sub3617434,0.0,0.0,0.0,1.0,0.0
sub4575245,0.0,0.0,0.0,1.0,0.0
sub2671943,0.0,0.0,1.0,0.0,0.0
sub2400348,0.0,0.0,1.0,0.0,0.0
sub4124772,0.0,0.0,0.0,0.0,1.0
sub3208383,0.0,0.0,0.0,0.0,1.0
sub1103177,0.0,0.0,0.0,0.0,1.0
sub2753029,0.0,0.0,0.0,0.0,1.0
sub4480986,0.0,0.0,1.0,0.0,0.0
sub5804700,1.0,0.0,0.0,0.0,0.0
sub1362103,0.0,0.0,0.0,0.0,1.0
sub4003679,0.0,0.0,0.0,0.0,1.0
sub1092942,1.0,0.0,0.0,0.0,0.0
sub2885213,0.0,0.0,0.0,0.0,1.0
sub2365538,1.0,0.0,0.0,0.0,0.0
sub1741288,1.0,0.0,0.0,0.0,0.0
sub1196992,0.0,0.0,1.0,0.0,0.0
sub2391383,1.0,0.0,0.0,0.0,0.0
sub3358103,0.0,0.0,0.0,0.0,1.0
sub2982183,1.0,0.0,0.0,0.0,0.0
sub1994018,0.0,1.0,0.0,0.0,0.0
sub2670026,0.0,1.0,0.0,0.0,0.0
sub4285398,0.0,0.0,0.0,1.0,0.0
sub4108685,0.0,0.0,0.0,0.0,1.0
sub1997725,0.0,0.0,0.0,1.0,0.0
sub1028478,0.0,0.0,0.0,1.0,0.0
sub3155946,0.0,1.0,0.0,0.0,0.0
sub4593309,1.0,0.0,0.0,0.0,0.0
sub1720568,0.0,0.0,0.0,0.0,1.0
sub4145685,0.0,1.0,0.0,0.0,0.0
sub5710632,0.0,0.0,0.0,1.0,0.0
sub4919698,0.0,0.0,0.0,1.0,0.0
sub3394000,1.0,0.0,0.0,0.0,0.0
sub5984388,0.0,0.0,1.0,0.0,0.0
sub2747461,0.0,0.0,0.0,0.0,1.0
sub4076925,0.0,1.0,0.0,0.0,0.0
sub5891449,1.0,0.0,0.0,0.0,0.0
sub1272918,0.0,0.0,0.0,1.0,0.0
sub1311269,0.0,1.0,0.0,0.0,0.0
sub3456404,1.0,0.0,0.0,0.0,0.0
sub4430855,1.0,0.0,0.0,0.0,0.0
sub2416116,0.0,0.0,0.0,1.0,0.0
sub5109241,0.0,1.0,0.0,0.0,0.0
sub3343147,1.0,0.0,0.0,0.0,0.0
sub5191106,1.0,0.0,0.0,0.0,0.0
sub3304651,1.0,0.0,0.0,0.0,0.0
sub1019664,0.0,0.0,1.0,0.0,0.0
sub1152012,1.0,0.0,0.0,0.0,0.0
sub2082851,0.0,0.0,0.0,0.0,1.0
sub2158762,0.0,0.0,0.0,0.0,1.0
sub3733075,0.0,0.0,0.0,1.0,0.0
sub3334482,0.0,1.0,0.0,0.0,0.0
sub4369699,0.0,1.0,0.0,0.0,0.0
sub1779744,0.0,1.0,0.0,0.0,0.0
sub3816326,1.0,0.0,0.0,0.0,0.0
sub3977584,0.0,1.0,0.0,0.0,0.0
sub5972506,0.0,0.0,0.0,0.0,1.0
sub1101234,0.0,0.0,0.0,1.0,0.0
sub4903057,1.0,0.0,0.0,0.0,0.0
sub5528250,0.0,0.0,1.0,0.0,0.0
sub5273306,1.0,0.0,0.0,0.0,0.0
sub4987177,0.0,0.0,0.0,1.0,0.0
sub3660805,0.0,0.0,1.0,0.0,0.0
sub1990044,0.0,1.0,0.0,0.0,0.0
sub3266111,1.0,0.0,0.0,0.0,0.0
sub4684043,0.0,1.0,0.0,0.0,0.0
sub1453051,0.0,0.0,0.0,1.0,0.0
sub5064390,0.0,0.0,1.0,0.0,0.0
sub1893399,0.0,0.0,0.0,1.0,0.0
sub1384019,0.0,0.0,1.0,0.0,0.0
sub5327553,1.0,0.0,0.0,0.0,0.0
sub3180480,1.0,0.0,0.0,0.0,0.0
sub4007279,0.0,0.0,1.0,0.0,0.0
sub1321705,1.0,0.0,0.0,0.0,0.0
sub1675768,1.0,0.0,0.0,0.0,0.0
sub3131387,0.0,0.0,0.0,1.0,0.0
sub1346555,1.0,0.0,0.0,0.0,0.0
sub5055833,0.0,0.0,0.0,1.0,0.0
sub4187692,1.0,0.0,0.0,0.0,0.0
sub5739961,1.0,0.0,0.0,0.0,0.0
sub3695021,0.0,1.0,0.0,0.0,0.0
sub3375225,0.0,0.0,1.0,0.0,0.0
sub3415880,0.0,0.0,0.0,1.0,0.0
sub1768157,0.0,0.0,0.0,0.0,1.0
sub4770549,1.0,0.0,0.0,0.0,0.0
sub2433658,1.0,0.0,0.0,0.0,0.0
sub5730442,1.0,0.0,0.0,0.0,0.0
sub4138104,0.0,0.0,0.0,1.0,0.0
sub1569800,0.0,1.0,0.0,0.0,0.0
sub2360998,0.0,0.0,1.0,0.0,0.0
sub3326244,1.0,0.0,0.0,0.0,0.0
sub3050684,0.0,0.0,0.0,0.0,1.0
sub4175512,0.0,0.0,0.0,1.0,0.0
sub4997660,0.0,1.0,0.0,0.0,0.0
sub2817238,0.0,0.0,1.0,0.0,0.0
sub3114692,1.0,0.0,0.0,0.0,0.0
sub3407237,0.0,0.0,0.0,0.0,1.0
sub5716403,1.0,0.0,0.0,0.0,0.0
sub4886289,0.0,1.0,0.0,0.0,0.0
sub4002293,0.0,0.0,1.0,0.0,0.0
sub5176014,0.0,0.0,1.0,0.0,0.0
sub3393796,0.0,0.0,0.0,0.0,1.0
sub3114352,0.0,0.0,0.0,1.0,0.0
sub5277929,0.0,1.0,0.0,0.0,0.0
sub4990856,1.0,0.0,0.0,0.0,0.0
sub4903847,0.0,0.0,0.0,0.0,1.0
sub4450829,0.0,0.0,0.0,0.0,1.0
sub1017961,1.0,0.0,0.0,0.0,0.0
sub1242641,0.0,0.0,1.0,0.0,0.0
sub5962161,0.0,0.0,0.0,0.0,1.0
sub5538135,1.0,0.0,0.0,0.0,0.0
sub4243473,1.0,0.0,0.0,0.0,0.0
sub1081979,0.0,0.0,0.0,0.0,1.0
sub2911812,0.0,1.0,0.0,0.0,0.0
sub5852711,0.0,0.0,0.0,0.0,1.0
sub2909309,0.0,0.0,0.0,1.0,0.0
sub2729165,0.0,0.0,0.0,1.0,0.0
sub2613815,1.0,0.0,0.0,0.0,0.0
sub1891146,0.0,1.0,0.0,0.0,0.0
sub5605491,1.0,0.0,0.0,0.0,0.0
sub3723711,0.0,1.0,0.0,0.0,0.0
sub5231299,0.0,1.0,0.0,0.0,0.0
sub4543905,0.0,0.0,0.0,0.0,1.0
sub4121101,1.0,0.0,0.0,0.0,0.0
sub1810904,0.0,0.0,0.0,0.0,1.0
sub2142218,0.0,0.0,0.0,1.0,0.0
sub1041298,0.0,0.0,0.0,0.0,1.0
sub3000569,0.0,1.0,0.0,0.0,0.0
sub1813406,0.0,0.0,0.0,0.0,1.0
sub4339490,0.0,0.0,0.0,0.0,1.0
sub5000906,0.0,0.0,0.0,1.0,0.0
sub3613924,0.0,1.0,0.0,0.0,0.0
sub4070836,0.0,0.0,1.0,0.0,0.0
sub4933906,1.0,0.0,0.0,0.0,0.0
sub3326386,0.0,0.0,1.0,0.0,0.0
sub4151055,0.0,0.0,0.0,0.0,1.0
sub1997883,0.0,0.0,0.0,1.0,0.0
sub1902026,1.0,0.0,0.0,0.0,0.0
sub5883515,0.0,0.0,0.0,0.0,1.0
sub1926174,0.0,0.0,0.0,0.0,1.0
sub4322104,0.0,1.0,0.0,0.0,0.0
sub4141854,0.0,1.0,0.0,0.0,0.0
