,fold_0,fold_1,fold_2,fold_3,fold_4
sub5410150,0.0,0.0,0.0,0.0,1.0
sub4995008,0.0,0.0,0.0,0.0,1.0
sub5685822,0.0,1.0,0.0,0.0,0.0
sub2413841,1.0,0.0,0.0,0.0,0.0
sub1743847,0.0,0.0,0.0,1.0,0.0
sub3434335,0.0,0.0,0.0,1.0,0.0
sub2318285,0.0,0.0,1.0,0.0,0.0
sub4634684,0.0,0.0,1.0,0.0,0.0
sub3869799,0.0,0.0,1.0,0.0,0.0
sub4121251,1.0,0.0,0.0,0.0,0.0
sub5310932,0.0,0.0,0.0,0.0,1.0
sub5471109,1.0,0.0,0.0,0.0,0.0
sub1885861,0.0,1.0,0.0,0.0,0.0
sub3302955,0.0,0.0,0.0,0.0,1.0
sub1708201,0.0,0.0,0.0,1.0,0.0
sub4151568,0.0,0.0,1.0,0.0,0.0
sub5605409,0.0,0.0,0.0,1.0,0.0
sub1258107,0.0,1.0,0.0,0.0,0.0
sub4885353,0.0,0.0,0.0,0.0,1.0
sub4862631,0.0,0.0,1.0,0.0,0.0
sub3649491,1.0,0.0,0.0,0.0,0.0
sub4616159,0.0,0.0,0.0,1.0,0.0
sub2440158,0.0,0.0,1.0,0.0,0.0
sub4292658,0.0,0.0,1.0,0.0,0.0
sub3463999,0.0,0.0,0.0,1.0,0.0
sub4412674,0.0,0.0,0.0,0.0,1.0
sub6013890,0.0,0.0,1.0,0.0,0.0
sub1959128,0.0,0.0,1.0,0.0,0.0
sub1940499,0.0,1.0,0.0,0.0,0.0
sub2414667,1.0,0.0,0.0,0.0,0.0
sub4290814,0.0,0.0,0.0,0.0,1.0
sub3540793,0.0,0.0,0.0,0.0,1.0
sub5079155,0.0,0.0,0.0,1.0,0.0
sub2072670,0.0,0.0,0.0,0.0,1.0
sub4090676,0.0,1.0,0.0,0.0,0.0
sub2613991,1.0,0.0,0.0,0.0,0.0
sub1793512,0.0,1.0,0.0,0.0,0.0
sub4216218,0.0,0.0,1.0,0.0,0.0
sub5846312,0.0,0.0,1.0,0.0,0.0
sub1437256,0.0,0.0,1.0,0.0,0.0
sub1272918,0.0,1.0,0.0,0.0,0.0
sub3857680,0.0,1.0,0.0,0.0,0.0
sub3232482,0.0,0.0,0.0,1.0,0.0
sub1395699,0.0,0.0,1.0,0.0,0.0
sub2980691,0.0,1.0,0.0,0.0,0.0
sub2170039,0.0,1.0,0.0,0.0,0.0
sub1421635,1.0,0.0,0.0,0.0,0.0
sub4822457,0.0,1.0,0.0,0.0,0.0
sub5161285,0.0,0.0,0.0,0.0,1.0
sub4945933,0.0,0.0,1.0,0.0,0.0
sub1110063,0.0,0.0,0.0,1.0,0.0
sub1709023,0.0,0.0,0.0,0.0,1.0
sub2468439,0.0,0.0,0.0,1.0,0.0
sub4677485,1.0,0.0,0.0,0.0,0.0
sub2089333,0.0,0.0,0.0,0.0,1.0
sub1411548,1.0,0.0,0.0,0.0,0.0
sub4406778,0.0,1.0,0.0,0.0,0.0
sub1237910,0.0,0.0,1.0,0.0,0.0
sub1753296,0.0,1.0,0.0,0.0,0.0
sub3646394,1.0,0.0,0.0,0.0,0.0
sub4551130,0.0,0.0,0.0,1.0,0.0
sub3334482,0.0,0.0,1.0,0.0,0.0
sub4028240,0.0,0.0,0.0,1.0,0.0
sub2386678,1.0,0.0,0.0,0.0,0.0
sub5433643,0.0,0.0,0.0,1.0,0.0
sub4345593,0.0,0.0,0.0,0.0,1.0
sub3654255,0.0,1.0,0.0,0.0,0.0
sub3263758,0.0,0.0,0.0,1.0,0.0
sub4166729,0.0,0.0,0.0,1.0,0.0
sub2708508,0.0,0.0,1.0,0.0,0.0
sub5273306,0.0,0.0,0.0,1.0,0.0
sub1719475,0.0,0.0,0.0,0.0,1.0
sub1252777,0.0,0.0,1.0,0.0,0.0
sub4632417,1.0,0.0,0.0,0.0,0.0
sub5871153,0.0,0.0,1.0,0.0,0.0
sub1103177,0.0,0.0,0.0,0.0,1.0
sub3452150,0.0,1.0,0.0,0.0,0.0
sub4754060,0.0,1.0,0.0,0.0,0.0
sub2494270,0.0,0.0,0.0,1.0,0.0
sub1485814,0.0,0.0,0.0,1.0,0.0
sub4642131,0.0,0.0,0.0,0.0,1.0
sub2684794,0.0,1.0,0.0,0.0,0.0
sub5545261,0.0,0.0,0.0,0.0,1.0
sub1670379,0.0,0.0,1.0,0.0,0.0
sub4649066,0.0,1.0,0.0,0.0,0.0
sub3376011,0.0,1.0,0.0,0.0,0.0
sub2864346,0.0,0.0,0.0,1.0,0.0
sub2953041,0.0,0.0,1.0,0.0,0.0
sub2899850,1.0,0.0,0.0,0.0,0.0
sub1283085,1.0,0.0,0.0,0.0,0.0
sub5811983,0.0,0.0,1.0,0.0,0.0
sub5566415,0.0,0.0,0.0,0.0,1.0
sub4179886,1.0,0.0,0.0,0.0,0.0
sub4861045,0.0,0.0,0.0,0.0,1.0
sub3324594,0.0,0.0,0.0,0.0,1.0
sub1990044,0.0,1.0,0.0,0.0,0.0
sub4727553,0.0,0.0,0.0,1.0,0.0
sub2390766,0.0,1.0,0.0,0.0,0.0
sub4446255,0.0,0.0,0.0,1.0,0.0
sub3358111,0.0,0.0,0.0,0.0,1.0
sub1194120,0.0,0.0,0.0,0.0,1.0
sub2220694,0.0,0.0,0.0,1.0,0.0
sub4619757,0.0,1.0,0.0,0.0,0.0
sub5150546,0.0,0.0,0.0,1.0,0.0
sub2110388,0.0,0.0,0.0,1.0,0.0
sub2514378,0.0,1.0,0.0,0.0,0.0
sub2318400,0.0,0.0,1.0,0.0,0.0
sub5158364,0.0,0.0,1.0,0.0,0.0
sub1666656,0.0,1.0,0.0,0.0,0.0
sub2571204,0.0,0.0,1.0,0.0,0.0
sub2007068,0.0,0.0,1.0,0.0,0.0
sub1609850,0.0,1.0,0.0,0.0,0.0
sub1586611,0.0,0.0,0.0,1.0,0.0
sub3595402,0.0,0.0,0.0,0.0,1.0
sub4315581,0.0,0.0,0.0,0.0,1.0
