,fold_0,fold_1,fold_2,fold_3,fold_4
sub3846085,0.0,0.0,0.0,1.0,0.0
sub3111669,0.0,0.0,0.0,0.0,1.0
sub2034989,0.0,1.0,0.0,0.0,0.0
sub4183426,1.0,0.0,0.0,0.0,0.0
sub4027632,0.0,0.0,0.0,1.0,0.0
sub2904738,0.0,0.0,0.0,1.0,0.0
sub1803359,0.0,0.0,1.0,0.0,0.0
sub5019275,0.0,0.0,1.0,0.0,0.0
sub2663633,0.0,0.0,1.0,0.0,0.0
sub2395953,1.0,0.0,0.0,0.0,0.0
sub1701779,1.0,0.0,0.0,0.0,0.0
sub4345400,0.0,0.0,1.0,0.0,0.0
sub2421930,0.0,0.0,1.0,0.0,0.0
sub1499672,1.0,0.0,0.0,0.0,0.0
sub3308500,1.0,0.0,0.0,0.0,0.0
sub2486491,0.0,1.0,0.0,0.0,0.0
sub2350754,0.0,0.0,0.0,1.0,0.0
sub3884658,0.0,0.0,0.0,0.0,1.0
sub3598364,0.0,0.0,0.0,1.0,0.0
sub5233537,1.0,0.0,0.0,0.0,0.0
sub2793170,0.0,0.0,0.0,1.0,0.0
sub5559124,0.0,0.0,0.0,1.0,0.0
sub2232255,0.0,0.0,0.0,0.0,1.0
sub4144469,1.0,0.0,0.0,0.0,0.0
sub4326940,0.0,1.0,0.0,0.0,0.0
sub1937494,0.0,1.0,0.0,0.0,0.0
sub4338800,0.0,1.0,0.0,0.0,0.0
sub1560465,1.0,0.0,0.0,0.0,0.0
sub1282297,0.0,0.0,1.0,0.0,0.0
sub1731778,0.0,0.0,0.0,0.0,1.0
sub4089362,0.0,0.0,0.0,0.0,1.0
sub3723083,0.0,0.0,0.0,1.0,0.0
sub2287148,0.0,1.0,0.0,0.0,0.0
sub3744339,0.0,0.0,0.0,0.0,1.0
sub1397148,0.0,0.0,1.0,0.0,0.0
sub4323391,1.0,0.0,0.0,0.0,0.0
sub1183016,0.0,0.0,0.0,1.0,0.0
sub2756379,0.0,0.0,0.0,0.0,1.0
sub1419866,1.0,0.0,0.0,0.0,0.0
sub2887704,0.0,1.0,0.0,0.0,0.0
sub3567368,0.0,1.0,0.0,0.0,0.0
sub5142797,0.0,1.0,0.0,0.0,0.0
sub5937448,0.0,0.0,0.0,0.0,1.0
sub4267431,0.0,0.0,0.0,1.0,0.0
sub4784900,0.0,0.0,1.0,0.0,0.0
sub4374594,1.0,0.0,0.0,0.0,0.0
sub2294405,0.0,0.0,1.0,0.0,0.0
sub1538539,0.0,0.0,0.0,0.0,1.0
sub1554119,0.0,0.0,0.0,0.0,1.0
sub2069720,0.0,0.0,0.0,1.0,0.0
sub3634296,0.0,0.0,0.0,1.0,0.0
sub3969098,0.0,1.0,0.0,0.0,0.0
sub2380796,0.0,0.0,0.0,0.0,1.0
sub4659113,0.0,0.0,0.0,1.0,0.0
sub3264264,1.0,0.0,0.0,0.0,0.0
sub2903298,0.0,1.0,0.0,0.0,0.0
sub2047237,0.0,0.0,0.0,1.0,0.0
sub1931280,1.0,0.0,0.0,0.0,0.0
sub1141200,0.0,0.0,0.0,0.0,1.0
sub2885281,0.0,0.0,1.0,0.0,0.0
sub1927693,1.0,0.0,0.0,0.0,0.0
sub4069062,1.0,0.0,0.0,0.0,0.0
sub2714780,0.0,0.0,0.0,0.0,1.0
sub1981200,1.0,0.0,0.0,0.0,0.0
sub2392965,0.0,1.0,0.0,0.0,0.0
sub2936991,0.0,1.0,0.0,0.0,0.0
sub5541649,0.0,0.0,0.0,1.0,0.0
sub1525824,0.0,0.0,0.0,0.0,1.0
sub5864457,0.0,0.0,0.0,1.0,0.0
sub5156289,0.0,0.0,1.0,0.0,0.0
sub2479449,0.0,1.0,0.0,0.0,0.0
sub4290257,0.0,1.0,0.0,0.0,0.0
sub1489996,0.0,0.0,0.0,0.0,1.0
sub1230135,1.0,0.0,0.0,0.0,0.0
sub2836722,0.0,0.0,0.0,0.0,1.0
sub3382232,0.0,0.0,0.0,0.0,1.0
sub3839641,1.0,0.0,0.0,0.0,0.0
sub1398811,0.0,0.0,1.0,0.0,0.0
sub3587659,0.0,0.0,1.0,0.0,0.0
sub2545576,0.0,1.0,0.0,0.0,0.0
sub1628491,0.0,0.0,0.0,1.0,0.0
sub4308092,0.0,0.0,1.0,0.0,0.0
sub1919972,0.0,1.0,0.0,0.0,0.0
sub2796399,1.0,0.0,0.0,0.0,0.0
sub2932762,0.0,0.0,0.0,0.0,1.0
sub1198492,0.0,0.0,0.0,1.0,0.0
sub4786911,0.0,0.0,0.0,0.0,1.0
sub2853147,0.0,0.0,1.0,0.0,0.0
sub2982500,0.0,0.0,0.0,0.0,1.0
sub2803598,1.0,0.0,0.0,0.0,0.0
sub4639725,0.0,0.0,0.0,1.0,0.0
sub2738720,0.0,0.0,1.0,0.0,0.0
sub4560441,0.0,0.0,1.0,0.0,0.0
sub3917029,0.0,1.0,0.0,0.0,0.0
sub2776928,0.0,0.0,1.0,0.0,0.0
sub1120981,0.0,1.0,0.0,0.0,0.0
sub1357379,0.0,0.0,1.0,0.0,0.0
sub4263949,0.0,0.0,1.0,0.0,0.0
sub3704102,0.0,0.0,0.0,1.0,0.0
sub3280757,0.0,1.0,0.0,0.0,0.0
