,fold_0,fold_1,fold_2,fold_3,fold_4
sub1472621,0.0,0.0,0.0,0.0,1.0
sub4864285,0.0,0.0,1.0,0.0,0.0
sub2729681,1.0,0.0,0.0,0.0,0.0
sub3348202,0.0,0.0,1.0,0.0,0.0
sub2635641,0.0,0.0,0.0,0.0,1.0
sub2982079,1.0,0.0,0.0,0.0,0.0
sub4548782,0.0,0.0,0.0,1.0,0.0
sub3050193,0.0,0.0,0.0,0.0,1.0
sub1616646,0.0,0.0,0.0,0.0,1.0
sub3300883,1.0,0.0,0.0,0.0,0.0
sub5320114,0.0,1.0,0.0,0.0,0.0
sub5603549,0.0,0.0,0.0,0.0,1.0
sub2559320,0.0,1.0,0.0,0.0,0.0
sub4971799,0.0,0.0,1.0,0.0,0.0
sub3222506,0.0,0.0,0.0,0.0,1.0
sub2929986,0.0,0.0,0.0,0.0,1.0
sub2936135,0.0,0.0,0.0,1.0,0.0
sub2858030,0.0,1.0,0.0,0.0,0.0
sub2036637,0.0,0.0,0.0,0.0,1.0
sub3110872,0.0,0.0,0.0,0.0,1.0
sub4704318,0.0,1.0,0.0,0.0,0.0
sub5037575,0.0,0.0,0.0,0.0,1.0
sub2753978,0.0,1.0,0.0,0.0,0.0
sub4743517,1.0,0.0,0.0,0.0,0.0
sub1624785,0.0,0.0,0.0,0.0,1.0
sub2738720,1.0,0.0,0.0,0.0,0.0
sub2044089,0.0,0.0,0.0,1.0,0.0
sub3004083,0.0,0.0,1.0,0.0,0.0
sub3364335,0.0,1.0,0.0,0.0,0.0
sub1985180,1.0,0.0,0.0,0.0,0.0
sub2607885,0.0,0.0,1.0,0.0,0.0
sub1054359,0.0,0.0,0.0,0.0,1.0
sub4263949,1.0,0.0,0.0,0.0,0.0
sub1492422,0.0,0.0,0.0,1.0,0.0
sub2076399,1.0,0.0,0.0,0.0,0.0
sub4183152,0.0,1.0,0.0,0.0,0.0
sub2395449,0.0,0.0,0.0,1.0,0.0
sub1704465,0.0,0.0,1.0,0.0,0.0
sub2366397,0.0,0.0,1.0,0.0,0.0
sub1319168,0.0,1.0,0.0,0.0,0.0
sub1261112,0.0,0.0,1.0,0.0,0.0
sub4094469,0.0,0.0,1.0,0.0,0.0
sub3917029,0.0,0.0,1.0,0.0,0.0
sub2953296,1.0,0.0,0.0,0.0,0.0
sub2957160,1.0,0.0,0.0,0.0,0.0
sub2061558,0.0,1.0,0.0,0.0,0.0
sub1677774,0.0,1.0,0.0,0.0,0.0
sub5560723,0.0,0.0,0.0,1.0,0.0
sub3235379,0.0,1.0,0.0,0.0,0.0
sub2965164,0.0,0.0,1.0,0.0,0.0
sub3105005,1.0,0.0,0.0,0.0,0.0
sub2985197,0.0,0.0,1.0,0.0,0.0
sub1449425,0.0,1.0,0.0,0.0,0.0
sub2957812,0.0,0.0,0.0,1.0,0.0
sub1607407,0.0,1.0,0.0,0.0,0.0
sub2490486,0.0,1.0,0.0,0.0,0.0
sub3017909,0.0,1.0,0.0,0.0,0.0
sub2686677,0.0,0.0,0.0,1.0,0.0
sub3024250,0.0,0.0,1.0,0.0,0.0
sub2621809,1.0,0.0,0.0,0.0,0.0
sub1673918,1.0,0.0,0.0,0.0,0.0
sub3179580,0.0,0.0,0.0,0.0,1.0
sub2980617,0.0,0.0,0.0,1.0,0.0
sub2158563,0.0,0.0,0.0,0.0,1.0
sub2647623,0.0,0.0,0.0,1.0,0.0
sub2123360,0.0,0.0,0.0,1.0,0.0
sub1966019,0.0,0.0,0.0,0.0,1.0
sub2022426,1.0,0.0,0.0,0.0,0.0
sub1581859,1.0,0.0,0.0,0.0,0.0
sub4325655,0.0,0.0,0.0,0.0,1.0
sub1781891,0.0,0.0,0.0,1.0,0.0
sub3762343,0.0,0.0,0.0,0.0,1.0
sub4967925,0.0,0.0,1.0,0.0,0.0
sub1362172,0.0,0.0,0.0,1.0,0.0
sub3359331,1.0,0.0,0.0,0.0,0.0
sub3201495,0.0,1.0,0.0,0.0,0.0
sub1054341,1.0,0.0,0.0,0.0,0.0
sub1494759,0.0,1.0,0.0,0.0,0.0
sub4123006,0.0,0.0,0.0,0.0,1.0
sub3107557,0.0,0.0,0.0,0.0,1.0
sub3047463,0.0,1.0,0.0,0.0,0.0
sub4653403,0.0,0.0,1.0,0.0,0.0
sub3351585,0.0,0.0,0.0,1.0,0.0
sub1075084,0.0,0.0,0.0,0.0,1.0
sub4116682,1.0,0.0,0.0,0.0,0.0
