,fold_0,fold_1,fold_2,fold_3,fold_4
sub2934740,1.0,0.0,0.0,0.0,0.0
sub2926499,1.0,0.0,0.0,0.0,0.0
sub3586817,0.0,0.0,0.0,1.0,0.0
sub4229665,0.0,1.0,0.0,0.0,0.0
sub1734818,0.0,1.0,0.0,0.0,0.0
sub3425740,0.0,0.0,1.0,0.0,0.0
sub4214214,0.0,0.0,0.0,0.0,1.0
sub3806558,0.0,0.0,1.0,0.0,0.0
sub2909712,0.0,0.0,0.0,1.0,0.0
sub2357034,1.0,0.0,0.0,0.0,0.0
sub5704369,1.0,0.0,0.0,0.0,0.0
sub3057898,0.0,0.0,0.0,1.0,0.0
sub3440604,0.0,1.0,0.0,0.0,0.0
sub2934426,0.0,0.0,0.0,1.0,0.0
sub4303819,0.0,1.0,0.0,0.0,0.0
sub2789173,0.0,0.0,0.0,1.0,0.0
sub4535676,1.0,0.0,0.0,0.0,0.0
sub5185924,0.0,0.0,1.0,0.0,0.0
sub2462822,0.0,0.0,0.0,1.0,0.0
sub3921683,0.0,0.0,1.0,0.0,0.0
sub3603961,0.0,0.0,0.0,0.0,1.0
sub4057925,0.0,1.0,0.0,0.0,0.0
sub4633017,0.0,1.0,0.0,0.0,0.0
sub1444226,0.0,0.0,0.0,0.0,1.0
sub2902184,0.0,0.0,0.0,1.0,0.0
sub2694310,0.0,0.0,0.0,1.0,0.0
sub3719426,1.0,0.0,0.0,0.0,0.0
sub1085047,0.0,0.0,0.0,0.0,1.0
sub2413098,1.0,0.0,0.0,0.0,0.0
sub5304232,0.0,1.0,0.0,0.0,0.0
sub4142277,0.0,0.0,0.0,1.0,0.0
sub4356250,0.0,1.0,0.0,0.0,0.0
sub3239978,0.0,1.0,0.0,0.0,0.0
sub5271584,0.0,1.0,0.0,0.0,0.0
sub3409696,0.0,1.0,0.0,0.0,0.0
sub1827428,0.0,0.0,0.0,1.0,0.0
sub1013833,0.0,0.0,0.0,1.0,0.0
sub2648791,0.0,1.0,0.0,0.0,0.0
