,fold_0,fold_1,fold_2,fold_3,fold_4
sub1210076,1.0,0.0,0.0,0.0,0.0
sub4265250,0.0,1.0,0.0,0.0,0.0
sub3782749,0.0,0.0,1.0,0.0,0.0
sub2753237,0.0,0.0,0.0,1.0,0.0
sub3451871,0.0,0.0,0.0,0.0,1.0
sub4423046,1.0,0.0,0.0,0.0,0.0
sub2235177,0.0,0.0,0.0,0.0,1.0
sub3625176,0.0,0.0,1.0,0.0,0.0
sub3181633,1.0,0.0,0.0,0.0,0.0
sub3839424,1.0,0.0,0.0,0.0,0.0
sub3742219,0.0,1.0,0.0,0.0,0.0
sub5722104,1.0,0.0,0.0,0.0,0.0
sub5348120,0.0,1.0,0.0,0.0,0.0
sub3277556,1.0,0.0,0.0,0.0,0.0
sub2336537,0.0,0.0,0.0,0.0,1.0
sub3498768,0.0,0.0,0.0,0.0,1.0
sub1375635,0.0,0.0,1.0,0.0,0.0
sub4544934,0.0,0.0,1.0,0.0,0.0
sub3530088,0.0,0.0,0.0,1.0,0.0
sub2033108,0.0,0.0,1.0,0.0,0.0
sub2656437,0.0,1.0,0.0,0.0,0.0
sub2920996,0.0,0.0,0.0,1.0,0.0
sub4258604,0.0,0.0,0.0,0.0,1.0
sub5425495,0.0,1.0,0.0,0.0,0.0
sub1642450,0.0,1.0,0.0,0.0,0.0
sub3511396,0.0,0.0,1.0,0.0,0.0
sub2958316,1.0,0.0,0.0,0.0,0.0
sub4283270,0.0,0.0,0.0,0.0,1.0
sub1053352,0.0,0.0,0.0,0.0,1.0
sub1651818,0.0,0.0,0.0,0.0,1.0
sub2075040,0.0,0.0,0.0,0.0,1.0
sub5156074,1.0,0.0,0.0,0.0,0.0
sub2189360,0.0,0.0,0.0,1.0,0.0
sub2768876,1.0,0.0,0.0,0.0,0.0
sub4253959,0.0,0.0,0.0,1.0,0.0
sub3445783,0.0,0.0,1.0,0.0,0.0
sub3112257,0.0,0.0,0.0,0.0,1.0
sub5177112,0.0,0.0,1.0,0.0,0.0
sub1993908,1.0,0.0,0.0,0.0,0.0
sub4953747,0.0,0.0,1.0,0.0,0.0
sub1586274,0.0,0.0,0.0,1.0,0.0
sub2876543,0.0,0.0,0.0,1.0,0.0
sub1149626,0.0,1.0,0.0,0.0,0.0
sub5210158,0.0,0.0,1.0,0.0,0.0
sub3098851,0.0,0.0,0.0,1.0,0.0
sub1422317,1.0,0.0,0.0,0.0,0.0
sub2992434,0.0,0.0,0.0,1.0,0.0
sub2405278,0.0,0.0,0.0,0.0,1.0
sub3622438,0.0,0.0,0.0,1.0,0.0
sub3414025,0.0,1.0,0.0,0.0,0.0
sub3553930,0.0,0.0,0.0,0.0,1.0
sub2663193,0.0,0.0,0.0,0.0,1.0
sub1759389,0.0,0.0,0.0,0.0,1.0
sub3826137,0.0,0.0,0.0,0.0,1.0
sub3962350,0.0,0.0,0.0,0.0,1.0
sub3659816,0.0,0.0,0.0,0.0,1.0
sub5756682,0.0,0.0,0.0,1.0,0.0
sub4164163,0.0,1.0,0.0,0.0,0.0
sub1911215,0.0,1.0,0.0,0.0,0.0
sub1538613,1.0,0.0,0.0,0.0,0.0
sub2681856,0.0,0.0,0.0,0.0,1.0
sub4539400,0.0,0.0,0.0,1.0,0.0
sub1562643,0.0,0.0,1.0,0.0,0.0
sub4058985,1.0,0.0,0.0,0.0,0.0
sub3843106,0.0,0.0,1.0,0.0,0.0
sub3913870,0.0,1.0,0.0,0.0,0.0
sub3344593,0.0,1.0,0.0,0.0,0.0
sub3307652,0.0,0.0,1.0,0.0,0.0
sub3745377,0.0,0.0,0.0,1.0,0.0
sub2806095,1.0,0.0,0.0,0.0,0.0
sub5616355,1.0,0.0,0.0,0.0,0.0
sub4571092,0.0,0.0,1.0,0.0,0.0
sub3809179,0.0,0.0,1.0,0.0,0.0
sub4404465,0.0,0.0,0.0,1.0,0.0
sub3900785,0.0,1.0,0.0,0.0,0.0
sub1287410,0.0,0.0,0.0,0.0,1.0
sub5633981,1.0,0.0,0.0,0.0,0.0
sub1578746,0.0,0.0,1.0,0.0,0.0
sub4552643,0.0,1.0,0.0,0.0,0.0
sub5175868,0.0,1.0,0.0,0.0,0.0
sub3140880,1.0,0.0,0.0,0.0,0.0
sub5353991,1.0,0.0,0.0,0.0,0.0
sub3406075,0.0,0.0,1.0,0.0,0.0
sub2628587,0.0,0.0,0.0,0.0,1.0
sub2458244,1.0,0.0,0.0,0.0,0.0
sub2998472,0.0,0.0,0.0,1.0,0.0
sub1552640,0.0,1.0,0.0,0.0,0.0
sub5230248,0.0,0.0,0.0,0.0,1.0
sub5771827,1.0,0.0,0.0,0.0,0.0
sub2205851,1.0,0.0,0.0,0.0,0.0
sub5959408,0.0,0.0,0.0,1.0,0.0
sub1600292,1.0,0.0,0.0,0.0,0.0
sub1139668,1.0,0.0,0.0,0.0,0.0
sub3943578,0.0,1.0,0.0,0.0,0.0
sub1163957,0.0,1.0,0.0,0.0,0.0
sub4104380,1.0,0.0,0.0,0.0,0.0
sub5732139,0.0,0.0,1.0,0.0,0.0
sub3355665,0.0,0.0,0.0,0.0,1.0
sub2630211,1.0,0.0,0.0,0.0,0.0
sub4344705,0.0,0.0,0.0,1.0,0.0
sub5582334,0.0,0.0,1.0,0.0,0.0
sub2128121,0.0,0.0,0.0,0.0,1.0
sub4784534,1.0,0.0,0.0,0.0,0.0
sub1280161,0.0,0.0,1.0,0.0,0.0
sub5151346,1.0,0.0,0.0,0.0,0.0
sub5652152,0.0,0.0,0.0,1.0,0.0
sub1892245,0.0,0.0,0.0,0.0,1.0
sub2892691,0.0,0.0,1.0,0.0,0.0
sub5924308,1.0,0.0,0.0,0.0,0.0
sub1786286,1.0,0.0,0.0,0.0,0.0
sub3861090,0.0,0.0,1.0,0.0,0.0
sub1997834,1.0,0.0,0.0,0.0,0.0
sub2428463,0.0,0.0,1.0,0.0,0.0
sub1023196,0.0,0.0,0.0,1.0,0.0
sub1244393,1.0,0.0,0.0,0.0,0.0
sub1154111,1.0,0.0,0.0,0.0,0.0
sub5242512,0.0,0.0,1.0,0.0,0.0
sub5371950,0.0,0.0,0.0,0.0,1.0
sub1025715,0.0,0.0,0.0,0.0,1.0
sub3372347,1.0,0.0,0.0,0.0,0.0
sub3578505,1.0,0.0,0.0,0.0,0.0
sub4606929,0.0,1.0,0.0,0.0,0.0
sub1204259,0.0,0.0,0.0,0.0,1.0
sub3797105,0.0,0.0,0.0,0.0,1.0
sub3331963,0.0,1.0,0.0,0.0,0.0
sub3817817,0.0,0.0,1.0,0.0,0.0
sub2222412,0.0,0.0,1.0,0.0,0.0
sub4840477,0.0,0.0,0.0,1.0,0.0
sub4606232,0.0,0.0,1.0,0.0,0.0
sub4245673,0.0,1.0,0.0,0.0,0.0
sub2245747,0.0,0.0,0.0,1.0,0.0
sub2059670,0.0,0.0,0.0,0.0,1.0
sub3631406,0.0,0.0,0.0,1.0,0.0
sub5809483,0.0,0.0,1.0,0.0,0.0
sub5034045,0.0,1.0,0.0,0.0,0.0
sub2159541,1.0,0.0,0.0,0.0,0.0
sub2949575,0.0,1.0,0.0,0.0,0.0
sub4322874,1.0,0.0,0.0,0.0,0.0
sub1242172,0.0,1.0,0.0,0.0,0.0
sub5920027,0.0,0.0,0.0,0.0,1.0
sub4038558,0.0,0.0,0.0,1.0,0.0
sub4459425,0.0,0.0,0.0,1.0,0.0
sub2584626,0.0,0.0,1.0,0.0,0.0
sub1712316,0.0,1.0,0.0,0.0,0.0
sub4083402,0.0,0.0,0.0,0.0,1.0
sub2515249,0.0,1.0,0.0,0.0,0.0
sub2193059,0.0,0.0,0.0,0.0,1.0
sub5571939,0.0,0.0,0.0,0.0,1.0
sub2904139,0.0,0.0,1.0,0.0,0.0
sub1409731,0.0,1.0,0.0,0.0,0.0
sub2408449,0.0,1.0,0.0,0.0,0.0
sub2640322,0.0,1.0,0.0,0.0,0.0
