,fold_0,fold_1,fold_2,fold_3,fold_4
sub4136778,1.0,0.0,0.0,0.0,0.0
sub1104155,0.0,0.0,1.0,0.0,0.0
sub4912937,0.0,0.0,0.0,1.0,0.0
sub2228195,0.0,0.0,0.0,1.0,0.0
sub5800882,0.0,0.0,0.0,0.0,1.0
sub1595505,0.0,0.0,0.0,0.0,1.0
sub5563548,0.0,0.0,1.0,0.0,0.0
sub3369278,0.0,0.0,0.0,0.0,1.0
sub1675062,0.0,0.0,1.0,0.0,0.0
sub1453051,0.0,1.0,0.0,0.0,0.0
sub5231090,0.0,0.0,0.0,1.0,0.0
sub5754823,0.0,1.0,0.0,0.0,0.0
sub4109949,1.0,0.0,0.0,0.0,0.0
sub2597109,0.0,0.0,0.0,0.0,1.0
sub5122750,0.0,0.0,0.0,0.0,1.0
sub2122700,1.0,0.0,0.0,0.0,0.0
sub4600407,0.0,1.0,0.0,0.0,0.0
sub1472591,1.0,0.0,0.0,0.0,0.0
sub4955923,0.0,0.0,0.0,1.0,0.0
sub1748228,0.0,0.0,1.0,0.0,0.0
sub1636467,0.0,0.0,0.0,1.0,0.0
sub3727566,0.0,0.0,0.0,0.0,1.0
sub3475934,0.0,1.0,0.0,0.0,0.0
sub1693291,0.0,0.0,1.0,0.0,0.0
sub3390215,0.0,0.0,0.0,0.0,1.0
sub1377841,0.0,0.0,0.0,1.0,0.0
sub5569004,1.0,0.0,0.0,0.0,0.0
sub4348666,0.0,0.0,1.0,0.0,0.0
sub1171928,0.0,0.0,0.0,0.0,1.0
sub5193742,1.0,0.0,0.0,0.0,0.0
sub1908379,0.0,0.0,0.0,1.0,0.0
sub5793206,1.0,0.0,0.0,0.0,0.0
sub5164036,1.0,0.0,0.0,0.0,0.0
sub2513930,0.0,1.0,0.0,0.0,0.0
sub5692486,1.0,0.0,0.0,0.0,0.0
sub5837973,0.0,0.0,0.0,0.0,1.0
sub3863457,0.0,1.0,0.0,0.0,0.0
sub3338392,0.0,0.0,0.0,0.0,1.0
sub5951893,1.0,0.0,0.0,0.0,0.0
sub4588949,0.0,0.0,0.0,0.0,1.0
sub2591528,1.0,0.0,0.0,0.0,0.0
sub5348891,1.0,0.0,0.0,0.0,0.0
sub2760670,1.0,0.0,0.0,0.0,0.0
sub1406431,0.0,1.0,0.0,0.0,0.0
sub3617434,1.0,0.0,0.0,0.0,0.0
sub2199542,0.0,0.0,1.0,0.0,0.0
sub3752825,1.0,0.0,0.0,0.0,0.0
sub3438346,0.0,0.0,1.0,0.0,0.0
sub1010355,0.0,0.0,1.0,0.0,0.0
sub4815152,1.0,0.0,0.0,0.0,0.0
sub1109224,0.0,0.0,0.0,0.0,1.0
sub1107893,0.0,0.0,0.0,0.0,1.0
sub2817238,0.0,1.0,0.0,0.0,0.0
sub4146187,0.0,0.0,0.0,0.0,1.0
sub3533641,0.0,0.0,0.0,1.0,0.0
sub4825817,0.0,0.0,1.0,0.0,0.0
sub4204814,0.0,0.0,0.0,0.0,1.0
sub2186965,0.0,0.0,0.0,1.0,0.0
sub4990471,0.0,0.0,1.0,0.0,0.0
