,fold_0,fold_1,fold_2,fold_3,fold_4
sub5572030,0.0,0.0,1.0,0.0,0.0
sub4783817,0.0,0.0,0.0,0.0,1.0
sub3747633,0.0,0.0,0.0,0.0,1.0
sub2199898,1.0,0.0,0.0,0.0,0.0
sub4268945,0.0,0.0,0.0,0.0,1.0
sub2603948,0.0,1.0,0.0,0.0,0.0
sub4822405,0.0,1.0,0.0,0.0,0.0
sub1925993,0.0,0.0,0.0,1.0,0.0
sub5176483,0.0,0.0,0.0,0.0,1.0
sub5613632,0.0,1.0,0.0,0.0,0.0
sub3333204,0.0,0.0,0.0,0.0,1.0
sub2370739,0.0,0.0,1.0,0.0,0.0
sub2825719,0.0,1.0,0.0,0.0,0.0
sub1342972,1.0,0.0,0.0,0.0,0.0
sub2559761,1.0,0.0,0.0,0.0,0.0
sub3041614,0.0,1.0,0.0,0.0,0.0
sub5791768,0.0,0.0,1.0,0.0,0.0
sub3433441,1.0,0.0,0.0,0.0,0.0
sub3812517,0.0,0.0,0.0,1.0,0.0
sub4720396,0.0,0.0,0.0,1.0,0.0
sub4223955,1.0,0.0,0.0,0.0,0.0
sub5044438,0.0,0.0,0.0,0.0,1.0
sub3336382,1.0,0.0,0.0,0.0,0.0
sub5708307,0.0,1.0,0.0,0.0,0.0
sub3528287,1.0,0.0,0.0,0.0,0.0
sub1057082,0.0,1.0,0.0,0.0,0.0
sub1033515,0.0,1.0,0.0,0.0,0.0
sub1092088,1.0,0.0,0.0,0.0,0.0
sub2378838,0.0,0.0,0.0,0.0,1.0
sub5769256,0.0,0.0,1.0,0.0,0.0
sub3665343,0.0,0.0,1.0,0.0,0.0
sub3443538,0.0,1.0,0.0,0.0,0.0
sub1498936,0.0,1.0,0.0,0.0,0.0
sub2594337,0.0,0.0,0.0,0.0,1.0
sub1669163,0.0,0.0,0.0,1.0,0.0
sub1605559,0.0,0.0,1.0,0.0,0.0
sub3491451,1.0,0.0,0.0,0.0,0.0
sub3634296,1.0,0.0,0.0,0.0,0.0
sub2230208,1.0,0.0,0.0,0.0,0.0
sub3156383,0.0,0.0,0.0,0.0,1.0
sub1669191,0.0,0.0,1.0,0.0,0.0
sub1380839,0.0,0.0,1.0,0.0,0.0
sub4729362,1.0,0.0,0.0,0.0,0.0
sub4411176,0.0,1.0,0.0,0.0,0.0
sub3081644,0.0,0.0,0.0,1.0,0.0
sub3450301,0.0,0.0,0.0,0.0,1.0
sub1571857,0.0,0.0,1.0,0.0,0.0
sub3799236,0.0,1.0,0.0,0.0,0.0
sub3929459,0.0,0.0,1.0,0.0,0.0
sub1727479,1.0,0.0,0.0,0.0,0.0
sub2831231,0.0,0.0,0.0,0.0,1.0
sub2999601,0.0,0.0,0.0,1.0,0.0
sub4588498,0.0,0.0,0.0,0.0,1.0
sub1826222,0.0,0.0,0.0,1.0,0.0
sub1361464,0.0,0.0,1.0,0.0,0.0
sub5696162,0.0,1.0,0.0,0.0,0.0
sub1805202,0.0,0.0,1.0,0.0,0.0
sub3525114,1.0,0.0,0.0,0.0,0.0
sub4179480,0.0,0.0,1.0,0.0,0.0
sub4812037,0.0,0.0,1.0,0.0,0.0
sub1659110,0.0,0.0,1.0,0.0,0.0
sub3340234,0.0,0.0,0.0,0.0,1.0
sub1672020,0.0,0.0,1.0,0.0,0.0
sub2324060,0.0,0.0,0.0,1.0,0.0
sub4523409,0.0,0.0,0.0,1.0,0.0
sub1268932,0.0,0.0,1.0,0.0,0.0
sub4496480,0.0,0.0,0.0,0.0,1.0
sub4275797,0.0,1.0,0.0,0.0,0.0
sub4440132,0.0,0.0,0.0,0.0,1.0
sub4178957,0.0,0.0,0.0,1.0,0.0
sub1254152,0.0,0.0,0.0,0.0,1.0
sub4294414,0.0,0.0,0.0,1.0,0.0
sub4028190,0.0,0.0,0.0,1.0,0.0
sub4614312,0.0,0.0,1.0,0.0,0.0
sub2357254,1.0,0.0,0.0,0.0,0.0
sub3669871,0.0,1.0,0.0,0.0,0.0
sub5032745,0.0,0.0,0.0,1.0,0.0
sub4223031,0.0,0.0,1.0,0.0,0.0
sub4144469,1.0,0.0,0.0,0.0,0.0
sub1833270,0.0,0.0,0.0,0.0,1.0
sub3621625,0.0,0.0,1.0,0.0,0.0
sub3579837,0.0,0.0,1.0,0.0,0.0
sub4082708,0.0,1.0,0.0,0.0,0.0
sub3543780,0.0,0.0,0.0,1.0,0.0
sub4339251,0.0,0.0,0.0,0.0,1.0
sub4456883,0.0,1.0,0.0,0.0,0.0
sub3663474,0.0,0.0,0.0,0.0,1.0
sub1722057,0.0,0.0,1.0,0.0,0.0
sub4007381,0.0,0.0,0.0,1.0,0.0
sub3517755,0.0,1.0,0.0,0.0,0.0
sub1861196,0.0,0.0,0.0,0.0,1.0
sub4206857,0.0,0.0,0.0,0.0,1.0
sub4310559,0.0,0.0,0.0,1.0,0.0
sub1251828,0.0,0.0,0.0,1.0,0.0
sub1761214,0.0,0.0,1.0,0.0,0.0
sub2932730,1.0,0.0,0.0,0.0,0.0
sub1982031,1.0,0.0,0.0,0.0,0.0
sub5949825,0.0,1.0,0.0,0.0,0.0
sub4526287,0.0,0.0,0.0,1.0,0.0
sub3595299,0.0,0.0,1.0,0.0,0.0
sub1950935,0.0,0.0,1.0,0.0,0.0
sub5051083,1.0,0.0,0.0,0.0,0.0
sub1807431,0.0,0.0,1.0,0.0,0.0
sub2489722,0.0,0.0,0.0,1.0,0.0
sub4240899,0.0,1.0,0.0,0.0,0.0
sub4839071,0.0,0.0,0.0,1.0,0.0
sub3557985,0.0,0.0,0.0,1.0,0.0
sub2198382,1.0,0.0,0.0,0.0,0.0
sub2721550,0.0,0.0,0.0,0.0,1.0
sub1269104,1.0,0.0,0.0,0.0,0.0
sub3802629,1.0,0.0,0.0,0.0,0.0
sub3731192,0.0,0.0,0.0,0.0,1.0
sub4522752,1.0,0.0,0.0,0.0,0.0
sub4662807,1.0,0.0,0.0,0.0,0.0
sub2378780,0.0,0.0,0.0,1.0,0.0
sub2581057,0.0,0.0,1.0,0.0,0.0
sub3702097,1.0,0.0,0.0,0.0,0.0
sub3127851,0.0,1.0,0.0,0.0,0.0
sub1750659,0.0,0.0,0.0,0.0,1.0
sub1809635,0.0,0.0,0.0,0.0,1.0
sub1056337,0.0,0.0,0.0,1.0,0.0
sub4173623,0.0,0.0,0.0,0.0,1.0
sub4169904,0.0,0.0,0.0,1.0,0.0
sub2097184,1.0,0.0,0.0,0.0,0.0
sub2635172,0.0,1.0,0.0,0.0,0.0
sub2677416,1.0,0.0,0.0,0.0,0.0
sub1652543,1.0,0.0,0.0,0.0,0.0
sub1191002,0.0,1.0,0.0,0.0,0.0
sub2178151,1.0,0.0,0.0,0.0,0.0
sub4314695,0.0,1.0,0.0,0.0,0.0
sub1101514,0.0,0.0,0.0,0.0,1.0
sub1136118,0.0,0.0,1.0,0.0,0.0
sub5304988,0.0,0.0,0.0,0.0,1.0
sub1689709,1.0,0.0,0.0,0.0,0.0
sub2592520,0.0,0.0,0.0,0.0,1.0
sub4965261,0.0,0.0,0.0,1.0,0.0
sub1627254,0.0,0.0,0.0,0.0,1.0
sub4334069,0.0,1.0,0.0,0.0,0.0
sub3469202,0.0,1.0,0.0,0.0,0.0
sub3029063,0.0,0.0,0.0,0.0,1.0
sub2902998,0.0,1.0,0.0,0.0,0.0
sub2776862,0.0,0.0,0.0,1.0,0.0
sub5060607,0.0,1.0,0.0,0.0,0.0
sub3394347,0.0,0.0,0.0,0.0,1.0
sub1319244,0.0,0.0,0.0,1.0,0.0
sub5062643,0.0,0.0,1.0,0.0,0.0
sub1713311,0.0,0.0,0.0,1.0,0.0
