,fold_0,fold_1,fold_2,fold_3,fold_4
sub2439392,0.0,0.0,1.0,0.0,0.0
sub3435452,0.0,0.0,0.0,0.0,1.0
sub2071200,0.0,0.0,0.0,1.0,0.0
sub1895512,0.0,0.0,0.0,1.0,0.0
sub2888166,0.0,0.0,0.0,0.0,1.0
sub5935198,0.0,1.0,0.0,0.0,0.0
sub5053848,0.0,0.0,0.0,0.0,1.0
sub1571113,0.0,0.0,1.0,0.0,0.0
sub4414571,0.0,0.0,0.0,0.0,1.0
sub2644222,0.0,0.0,0.0,0.0,1.0
sub5995192,1.0,0.0,0.0,0.0,0.0
sub5039100,1.0,0.0,0.0,0.0,0.0
sub3549713,0.0,0.0,0.0,1.0,0.0
sub5041848,0.0,0.0,1.0,0.0,0.0
sub2533043,0.0,0.0,1.0,0.0,0.0
sub2129352,1.0,0.0,0.0,0.0,0.0
sub4411282,1.0,0.0,0.0,0.0,0.0
sub1097370,0.0,0.0,0.0,0.0,1.0
sub1369379,0.0,1.0,0.0,0.0,0.0
sub2467786,0.0,0.0,1.0,0.0,0.0
sub5699820,0.0,1.0,0.0,0.0,0.0
sub1272887,0.0,0.0,0.0,0.0,1.0
sub1207297,0.0,0.0,1.0,0.0,0.0
sub1724354,1.0,0.0,0.0,0.0,0.0
sub4390580,0.0,1.0,0.0,0.0,0.0
sub5893116,0.0,0.0,0.0,1.0,0.0
sub4905321,0.0,0.0,0.0,0.0,1.0
sub3041525,0.0,0.0,1.0,0.0,0.0
sub4884254,0.0,1.0,0.0,0.0,0.0
sub2817213,0.0,0.0,0.0,0.0,1.0
sub3463563,0.0,0.0,0.0,1.0,0.0
sub2940352,0.0,0.0,0.0,0.0,1.0
sub2972784,1.0,0.0,0.0,0.0,0.0
sub4626741,0.0,0.0,0.0,0.0,1.0
sub1687150,0.0,1.0,0.0,0.0,0.0
sub4803540,0.0,0.0,0.0,0.0,1.0
sub2443220,0.0,1.0,0.0,0.0,0.0
sub4599602,0.0,0.0,0.0,1.0,0.0
sub4619367,0.0,0.0,0.0,0.0,1.0
sub1242172,0.0,0.0,0.0,1.0,0.0
sub1038798,0.0,0.0,0.0,0.0,1.0
sub3066899,0.0,0.0,0.0,0.0,1.0
sub2347746,0.0,0.0,0.0,0.0,1.0
sub2895402,0.0,0.0,0.0,1.0,0.0
sub5127514,1.0,0.0,0.0,0.0,0.0
sub2342815,1.0,0.0,0.0,0.0,0.0
sub2942537,1.0,0.0,0.0,0.0,0.0
sub4433429,0.0,0.0,0.0,0.0,1.0
sub1482286,1.0,0.0,0.0,0.0,0.0
sub5532823,1.0,0.0,0.0,0.0,0.0
sub1175610,1.0,0.0,0.0,0.0,0.0
sub4256522,0.0,0.0,0.0,1.0,0.0
sub2656437,0.0,0.0,0.0,0.0,1.0
sub2701555,0.0,0.0,0.0,0.0,1.0
sub2372626,0.0,0.0,0.0,0.0,1.0
sub4369235,1.0,0.0,0.0,0.0,0.0
sub3456416,1.0,0.0,0.0,0.0,0.0
sub1016000,0.0,0.0,0.0,0.0,1.0
sub4791089,0.0,0.0,0.0,0.0,1.0
sub4833740,0.0,0.0,0.0,0.0,1.0
sub2479927,0.0,1.0,0.0,0.0,0.0
sub1490908,0.0,1.0,0.0,0.0,0.0
sub3421950,1.0,0.0,0.0,0.0,0.0
sub1343244,0.0,0.0,0.0,0.0,1.0
sub3549272,1.0,0.0,0.0,0.0,0.0
sub3541440,1.0,0.0,0.0,0.0,0.0
sub2316214,0.0,1.0,0.0,0.0,0.0
sub2385838,1.0,0.0,0.0,0.0,0.0
sub4778896,0.0,0.0,1.0,0.0,0.0
sub3734292,1.0,0.0,0.0,0.0,0.0
sub2310557,0.0,0.0,1.0,0.0,0.0
sub5383568,1.0,0.0,0.0,0.0,0.0
sub1839346,0.0,0.0,1.0,0.0,0.0
sub1470162,0.0,0.0,0.0,1.0,0.0
1043650xsub,1.0,0.0,0.0,0.0,0.0
sub2067866,1.0,0.0,0.0,0.0,0.0
sub4025426,0.0,1.0,0.0,0.0,0.0
sub5600327,0.0,0.0,0.0,0.0,1.0
sub4508740,0.0,0.0,0.0,1.0,0.0
sub5672648,0.0,1.0,0.0,0.0,0.0
sub2759478,0.0,0.0,1.0,0.0,0.0
sub2693663,0.0,0.0,1.0,0.0,0.0
sub5717421,0.0,0.0,0.0,1.0,0.0
sub4915263,1.0,0.0,0.0,0.0,0.0
sub4905165,0.0,0.0,1.0,0.0,0.0
sub2337489,0.0,0.0,1.0,0.0,0.0
sub4571092,0.0,0.0,0.0,0.0,1.0
sub4473663,0.0,1.0,0.0,0.0,0.0
sub3026716,0.0,0.0,0.0,0.0,1.0
sub1163769,0.0,1.0,0.0,0.0,0.0
