,fold_0,fold_1,fold_2,fold_3,fold_4
sub4511281,1.0,0.0,0.0,0.0,0.0
sub4001500,0.0,0.0,0.0,1.0,0.0
sub3580124,0.0,0.0,0.0,1.0,0.0
sub4765752,1.0,0.0,0.0,0.0,0.0
sub2645828,0.0,1.0,0.0,0.0,0.0
sub5480575,0.0,0.0,1.0,0.0,0.0
sub1364796,0.0,0.0,0.0,0.0,1.0
sub2799819,1.0,0.0,0.0,0.0,0.0
sub2474934,0.0,0.0,0.0,0.0,1.0
sub2434092,0.0,0.0,0.0,0.0,1.0
sub3275368,0.0,1.0,0.0,0.0,0.0
sub1406278,0.0,1.0,0.0,0.0,0.0
sub1936463,0.0,1.0,0.0,0.0,0.0
sub3400111,0.0,0.0,0.0,1.0,0.0
sub2103811,0.0,0.0,0.0,1.0,0.0
sub1005337,0.0,0.0,1.0,0.0,0.0
sub3037776,0.0,0.0,0.0,0.0,1.0
sub2794712,0.0,0.0,0.0,0.0,1.0
sub5076118,1.0,0.0,0.0,0.0,0.0
sub1615164,0.0,0.0,0.0,1.0,0.0
sub2548666,0.0,0.0,0.0,1.0,0.0
sub2201707,0.0,0.0,0.0,0.0,1.0
sub3800813,0.0,0.0,1.0,0.0,0.0
sub1334703,0.0,1.0,0.0,0.0,0.0
sub3925051,0.0,0.0,0.0,0.0,1.0
sub1545788,0.0,0.0,0.0,1.0,0.0
sub2094657,1.0,0.0,0.0,0.0,0.0
sub1727515,1.0,0.0,0.0,0.0,0.0
sub3875939,0.0,0.0,0.0,1.0,0.0
sub1161495,1.0,0.0,0.0,0.0,0.0
sub2069720,0.0,0.0,1.0,0.0,0.0
sub2321901,1.0,0.0,0.0,0.0,0.0
sub3469556,0.0,1.0,0.0,0.0,0.0
sub1724823,0.0,1.0,0.0,0.0,0.0
sub4534007,0.0,1.0,0.0,0.0,0.0
sub3272742,0.0,1.0,0.0,0.0,0.0
sub4840116,1.0,0.0,0.0,0.0,0.0
sub1669696,1.0,0.0,0.0,0.0,0.0
sub2168295,0.0,0.0,0.0,0.0,1.0
sub1070515,0.0,0.0,1.0,0.0,0.0
sub4506298,1.0,0.0,0.0,0.0,0.0
sub1888697,0.0,0.0,1.0,0.0,0.0
sub2652269,0.0,1.0,0.0,0.0,0.0
sub1221528,0.0,1.0,0.0,0.0,0.0
sub1841396,0.0,0.0,0.0,1.0,0.0
sub3584159,0.0,0.0,0.0,0.0,1.0
sub3490541,0.0,0.0,0.0,1.0,0.0
sub3182001,0.0,0.0,0.0,0.0,1.0
sub4595479,0.0,0.0,0.0,1.0,0.0
sub3494917,0.0,1.0,0.0,0.0,0.0
sub2398201,0.0,0.0,0.0,1.0,0.0
sub2902261,1.0,0.0,0.0,0.0,0.0
sub1765505,1.0,0.0,0.0,0.0,0.0
sub1894959,1.0,0.0,0.0,0.0,0.0
sub2375518,1.0,0.0,0.0,0.0,0.0
sub3307276,0.0,1.0,0.0,0.0,0.0
sub1141962,1.0,0.0,0.0,0.0,0.0
sub1715736,0.0,0.0,0.0,1.0,0.0
sub1915055,1.0,0.0,0.0,0.0,0.0
sub4393815,1.0,0.0,0.0,0.0,0.0
sub1866084,1.0,0.0,0.0,0.0,0.0
sub1342445,0.0,1.0,0.0,0.0,0.0
sub3177172,1.0,0.0,0.0,0.0,0.0
sub4325781,0.0,0.0,0.0,0.0,1.0
sub3074871,0.0,0.0,0.0,1.0,0.0
sub1530389,0.0,0.0,0.0,0.0,1.0
sub3073168,1.0,0.0,0.0,0.0,0.0
sub2193363,1.0,0.0,0.0,0.0,0.0
sub2691022,0.0,0.0,1.0,0.0,0.0
sub2248857,0.0,0.0,0.0,0.0,1.0
sub4540001,0.0,0.0,1.0,0.0,0.0
sub3317683,0.0,1.0,0.0,0.0,0.0
sub4659410,0.0,1.0,0.0,0.0,0.0
sub3567586,0.0,0.0,0.0,1.0,0.0
sub2550512,0.0,1.0,0.0,0.0,0.0
sub3554765,0.0,0.0,0.0,1.0,0.0
sub1244597,0.0,0.0,1.0,0.0,0.0
sub3361466,0.0,1.0,0.0,0.0,0.0
sub1333372,1.0,0.0,0.0,0.0,0.0
sub1155764,0.0,0.0,1.0,0.0,0.0
sub2158563,1.0,0.0,0.0,0.0,0.0
sub1665746,0.0,0.0,0.0,0.0,1.0
sub5013209,0.0,0.0,0.0,1.0,0.0
sub2072605,1.0,0.0,0.0,0.0,0.0
sub3355062,0.0,1.0,0.0,0.0,0.0
sub2302309,1.0,0.0,0.0,0.0,0.0
sub3929459,0.0,1.0,0.0,0.0,0.0
sub3158750,0.0,1.0,0.0,0.0,0.0
sub2280167,1.0,0.0,0.0,0.0,0.0
sub3044359,0.0,0.0,0.0,0.0,1.0
sub4258197,0.0,1.0,0.0,0.0,0.0
sub3898337,0.0,0.0,0.0,0.0,1.0
sub2306107,0.0,0.0,0.0,0.0,1.0
sub2337403,0.0,0.0,0.0,1.0,0.0
