,fold_0,fold_1,fold_2,fold_3,fold_4
sub2368771,0.0,1.0,0.0,0.0,0.0
sub3263937,1.0,0.0,0.0,0.0,0.0
sub2218117,0.0,0.0,0.0,0.0,1.0
sub3021019,1.0,0.0,0.0,0.0,0.0
sub2667463,0.0,0.0,0.0,0.0,1.0
sub4234941,0.0,0.0,0.0,0.0,1.0
sub3324083,0.0,0.0,1.0,0.0,0.0
sub3971939,1.0,0.0,0.0,0.0,0.0
sub4647604,0.0,0.0,0.0,0.0,1.0
sub3178846,0.0,1.0,0.0,0.0,0.0
sub4549222,0.0,0.0,1.0,0.0,0.0
sub5059927,0.0,0.0,0.0,1.0,0.0
sub4189718,0.0,0.0,0.0,1.0,0.0
sub2595988,1.0,0.0,0.0,0.0,0.0
sub2779824,1.0,0.0,0.0,0.0,0.0
sub2838244,0.0,0.0,1.0,0.0,0.0
sub3125947,0.0,1.0,0.0,0.0,0.0
sub1387526,0.0,0.0,0.0,1.0,0.0
sub1475615,0.0,0.0,0.0,1.0,0.0
sub2365877,0.0,0.0,1.0,0.0,0.0
sub4132846,0.0,0.0,0.0,0.0,1.0
sub4922181,0.0,0.0,0.0,1.0,0.0
sub3769945,0.0,1.0,0.0,0.0,0.0
1074629xsub,0.0,0.0,1.0,0.0,0.0
sub2825994,0.0,1.0,0.0,0.0,0.0
sub3376255,1.0,0.0,0.0,0.0,0.0
sub1118456,0.0,0.0,0.0,1.0,0.0
sub4176210,0.0,0.0,1.0,0.0,0.0
sub4619578,1.0,0.0,0.0,0.0,0.0
sub3931817,1.0,0.0,0.0,0.0,0.0
sub2132941,0.0,0.0,0.0,1.0,0.0
sub1860433,0.0,1.0,0.0,0.0,0.0
sub3158292,0.0,0.0,0.0,1.0,0.0
sub4473962,0.0,0.0,0.0,1.0,0.0
sub2603753,1.0,0.0,0.0,0.0,0.0
sub2738475,0.0,0.0,0.0,0.0,1.0
sub4303272,1.0,0.0,0.0,0.0,0.0
sub4027998,0.0,0.0,0.0,1.0,0.0
sub2134232,0.0,0.0,0.0,1.0,0.0
sub4769837,0.0,1.0,0.0,0.0,0.0
sub2766951,0.0,0.0,0.0,0.0,1.0
sub3507308,0.0,0.0,0.0,0.0,1.0
sub3476604,0.0,1.0,0.0,0.0,0.0
sub4670918,0.0,1.0,0.0,0.0,0.0
sub3342295,0.0,1.0,0.0,0.0,0.0
sub1624679,0.0,0.0,0.0,1.0,0.0
sub2357232,0.0,1.0,0.0,0.0,0.0
sub3080502,0.0,1.0,0.0,0.0,0.0
sub5360720,0.0,1.0,0.0,0.0,0.0
sub4326579,0.0,0.0,0.0,1.0,0.0
sub4058364,1.0,0.0,0.0,0.0,0.0
sub2981254,0.0,0.0,0.0,0.0,1.0
sub2228551,0.0,0.0,0.0,0.0,1.0
sub1061374,1.0,0.0,0.0,0.0,0.0
sub4114715,0.0,1.0,0.0,0.0,0.0
