,fold_0,fold_1,fold_2,fold_3,fold_4
sub2585565,0.0,0.0,0.0,1.0,0.0
sub4610560,0.0,1.0,0.0,0.0,0.0
sub2315169,0.0,0.0,0.0,1.0,0.0
sub3239435,1.0,0.0,0.0,0.0,0.0
sub1013041,0.0,1.0,0.0,0.0,0.0
sub4733196,1.0,0.0,0.0,0.0,0.0
sub5708896,0.0,1.0,0.0,0.0,0.0
sub2337031,0.0,0.0,0.0,0.0,1.0
sub5994151,0.0,0.0,0.0,1.0,0.0
sub4843927,0.0,1.0,0.0,0.0,0.0
sub5304988,0.0,0.0,0.0,0.0,1.0
sub2760795,0.0,0.0,0.0,1.0,0.0
sub3511123,0.0,0.0,0.0,0.0,1.0
sub3051113,0.0,1.0,0.0,0.0,0.0
sub3905337,1.0,0.0,0.0,0.0,0.0
sub4096282,0.0,0.0,0.0,1.0,0.0
sub4163010,0.0,0.0,0.0,0.0,1.0
sub2178151,0.0,1.0,0.0,0.0,0.0
sub1990371,0.0,1.0,0.0,0.0,0.0
sub1173461,0.0,1.0,0.0,0.0,0.0
sub4223558,0.0,0.0,0.0,0.0,1.0
sub2252332,0.0,0.0,0.0,0.0,1.0
sub2516346,0.0,1.0,0.0,0.0,0.0
sub4566322,0.0,1.0,0.0,0.0,0.0
sub2633512,1.0,0.0,0.0,0.0,0.0
sub2881223,0.0,0.0,0.0,0.0,1.0
sub2051975,0.0,0.0,1.0,0.0,0.0
sub4432723,0.0,0.0,0.0,1.0,0.0
sub5116118,0.0,0.0,1.0,0.0,0.0
sub3937299,0.0,1.0,0.0,0.0,0.0
sub3932788,1.0,0.0,0.0,0.0,0.0
sub3461677,0.0,0.0,1.0,0.0,0.0
sub2494862,0.0,0.0,0.0,1.0,0.0
sub1733166,1.0,0.0,0.0,0.0,0.0
sub3703400,0.0,1.0,0.0,0.0,0.0
sub3143195,0.0,0.0,0.0,0.0,1.0
sub1527478,1.0,0.0,0.0,0.0,0.0
sub1737891,1.0,0.0,0.0,0.0,0.0
sub4714280,0.0,0.0,0.0,1.0,0.0
sub3435963,1.0,0.0,0.0,0.0,0.0
sub4445116,1.0,0.0,0.0,0.0,0.0
sub2738452,0.0,0.0,1.0,0.0,0.0
sub4707753,1.0,0.0,0.0,0.0,0.0
sub2771024,0.0,0.0,0.0,0.0,1.0
sub5478722,0.0,0.0,1.0,0.0,0.0
sub1313473,0.0,0.0,0.0,0.0,1.0
sub4562092,0.0,0.0,1.0,0.0,0.0
sub3505885,1.0,0.0,0.0,0.0,0.0
sub1128817,1.0,0.0,0.0,0.0,0.0
sub1590987,0.0,0.0,0.0,1.0,0.0
sub5365515,0.0,1.0,0.0,0.0,0.0
sub4334396,1.0,0.0,0.0,0.0,0.0
sub1807003,0.0,0.0,0.0,1.0,0.0
sub4650792,0.0,1.0,0.0,0.0,0.0
sub2681087,0.0,1.0,0.0,0.0,0.0
sub2468281,1.0,0.0,0.0,0.0,0.0
sub3644343,0.0,1.0,0.0,0.0,0.0
sub1754464,1.0,0.0,0.0,0.0,0.0
sub1925590,0.0,0.0,1.0,0.0,0.0
sub1407900,0.0,0.0,0.0,1.0,0.0
sub4809473,0.0,0.0,0.0,1.0,0.0
sub3146637,0.0,0.0,0.0,1.0,0.0
sub4072576,0.0,0.0,1.0,0.0,0.0
sub3239509,0.0,1.0,0.0,0.0,0.0
sub4633573,0.0,0.0,0.0,1.0,0.0
sub2646817,0.0,0.0,0.0,0.0,1.0
sub3997099,0.0,0.0,0.0,1.0,0.0
sub3029699,0.0,0.0,1.0,0.0,0.0
sub3416496,0.0,1.0,0.0,0.0,0.0
sub4288450,1.0,0.0,0.0,0.0,0.0
sub1276137,1.0,0.0,0.0,0.0,0.0
sub1477681,0.0,0.0,0.0,0.0,1.0
sub1357379,0.0,0.0,0.0,0.0,1.0
sub1849676,0.0,0.0,1.0,0.0,0.0
sub2105886,1.0,0.0,0.0,0.0,0.0
sub1226327,0.0,0.0,1.0,0.0,0.0
sub3405876,0.0,1.0,0.0,0.0,0.0
sub4259772,1.0,0.0,0.0,0.0,0.0
sub1199355,0.0,0.0,0.0,0.0,1.0
sub2850353,0.0,1.0,0.0,0.0,0.0
sub4833250,0.0,0.0,0.0,1.0,0.0
sub3190879,0.0,0.0,0.0,0.0,1.0
sub4089203,0.0,1.0,0.0,0.0,0.0
sub3449762,0.0,0.0,0.0,0.0,1.0
sub2849626,0.0,0.0,1.0,0.0,0.0
sub1450380,0.0,0.0,1.0,0.0,0.0
sub2858030,0.0,0.0,0.0,0.0,1.0
sub3196645,1.0,0.0,0.0,0.0,0.0
sub4682847,1.0,0.0,0.0,0.0,0.0
sub3808794,0.0,1.0,0.0,0.0,0.0
sub1736190,0.0,0.0,0.0,1.0,0.0
sub5105036,0.0,0.0,0.0,1.0,0.0
sub2366397,0.0,0.0,0.0,0.0,1.0
sub2520641,0.0,0.0,0.0,1.0,0.0
sub1952726,0.0,0.0,0.0,1.0,0.0
sub1235314,0.0,0.0,1.0,0.0,0.0
sub4492589,0.0,0.0,0.0,0.0,1.0
sub1441134,0.0,0.0,0.0,1.0,0.0
sub4435561,0.0,1.0,0.0,0.0,0.0
sub1013100,0.0,0.0,0.0,0.0,1.0
sub3473373,0.0,0.0,1.0,0.0,0.0
sub1476576,0.0,0.0,0.0,1.0,0.0
sub1574872,0.0,0.0,0.0,1.0,0.0
sub1872365,1.0,0.0,0.0,0.0,0.0
sub3787927,0.0,0.0,0.0,1.0,0.0
sub4958632,0.0,0.0,1.0,0.0,0.0
sub3256976,0.0,0.0,0.0,1.0,0.0
sub1189220,0.0,0.0,0.0,0.0,1.0
sub1200683,1.0,0.0,0.0,0.0,0.0
sub1863982,0.0,0.0,1.0,0.0,0.0
sub2807801,0.0,0.0,0.0,1.0,0.0
sub2852208,0.0,0.0,1.0,0.0,0.0
sub4813564,1.0,0.0,0.0,0.0,0.0
1028753xsub,0.0,0.0,1.0,0.0,0.0
sub2602333,0.0,1.0,0.0,0.0,0.0
sub3254249,0.0,0.0,0.0,0.0,1.0
sub2011765,0.0,0.0,0.0,0.0,1.0
sub5287826,0.0,0.0,1.0,0.0,0.0
sub1102135,0.0,0.0,1.0,0.0,0.0
sub2314265,0.0,0.0,0.0,0.0,1.0
sub3041659,0.0,0.0,1.0,0.0,0.0
sub2273623,0.0,1.0,0.0,0.0,0.0
sub2062164,1.0,0.0,0.0,0.0,0.0
sub1130397,0.0,0.0,0.0,0.0,1.0
