,fold_0,fold_1,fold_2,fold_3,fold_4
sub3138890,0.0,0.0,1.0,0.0,0.0
sub1515894,1.0,0.0,0.0,0.0,0.0
sub3606707,0.0,1.0,0.0,0.0,0.0
sub4641298,1.0,0.0,0.0,0.0,0.0
sub1458226,0.0,1.0,0.0,0.0,0.0
sub4435879,1.0,0.0,0.0,0.0,0.0
sub3505894,0.0,0.0,0.0,0.0,1.0
sub1894439,1.0,0.0,0.0,0.0,0.0
sub3165796,0.0,0.0,0.0,0.0,1.0
sub3561441,0.0,0.0,0.0,0.0,1.0
sub2907221,1.0,0.0,0.0,0.0,0.0
sub2642918,0.0,0.0,0.0,0.0,1.0
sub2142051,0.0,0.0,1.0,0.0,0.0
sub2379187,0.0,0.0,1.0,0.0,0.0
sub2622387,0.0,0.0,0.0,1.0,0.0
sub2153179,1.0,0.0,0.0,0.0,0.0
sub3924958,0.0,0.0,0.0,0.0,1.0
sub4288450,1.0,0.0,0.0,0.0,0.0
sub2878889,0.0,0.0,0.0,1.0,0.0
sub3540598,0.0,0.0,1.0,0.0,0.0
sub4807188,0.0,0.0,1.0,0.0,0.0
sub3270552,0.0,1.0,0.0,0.0,0.0
sub2440650,0.0,0.0,1.0,0.0,0.0
sub3599873,0.0,0.0,0.0,0.0,1.0
sub5397825,0.0,0.0,0.0,0.0,1.0
sub3601608,0.0,0.0,0.0,1.0,0.0
sub4648081,0.0,0.0,1.0,0.0,0.0
sub1337740,0.0,1.0,0.0,0.0,0.0
sub2437927,0.0,0.0,1.0,0.0,0.0
sub4649144,0.0,1.0,0.0,0.0,0.0
sub4705192,1.0,0.0,0.0,0.0,0.0
sub3403181,0.0,1.0,0.0,0.0,0.0
sub1163416,0.0,0.0,0.0,0.0,1.0
sub5208168,1.0,0.0,0.0,0.0,0.0
sub1305422,0.0,0.0,1.0,0.0,0.0
sub1233948,0.0,1.0,0.0,0.0,0.0
sub3285565,1.0,0.0,0.0,0.0,0.0
sub3974071,0.0,0.0,1.0,0.0,0.0
sub1611230,0.0,1.0,0.0,0.0,0.0
sub3977453,0.0,1.0,0.0,0.0,0.0
sub1430600,1.0,0.0,0.0,0.0,0.0
