,fold_0,fold_1,fold_2,fold_3,fold_4
sub1623965,0.0,0.0,0.0,0.0,1.0
sub1707944,0.0,0.0,0.0,0.0,1.0
sub5705535,0.0,1.0,0.0,0.0,0.0
sub2637412,0.0,1.0,0.0,0.0,0.0
sub2787655,0.0,1.0,0.0,0.0,0.0
sub2503203,0.0,0.0,0.0,0.0,1.0
sub4141832,0.0,0.0,0.0,1.0,0.0
sub3385860,0.0,0.0,1.0,0.0,0.0
sub4525890,1.0,0.0,0.0,0.0,0.0
sub2077333,1.0,0.0,0.0,0.0,0.0
sub1606359,0.0,0.0,1.0,0.0,0.0
sub2718549,0.0,0.0,1.0,0.0,0.0
sub3675221,1.0,0.0,0.0,0.0,0.0
sub2502079,0.0,0.0,0.0,0.0,1.0
sub1644921,1.0,0.0,0.0,0.0,0.0
sub2585421,0.0,0.0,1.0,0.0,0.0
sub1712147,0.0,0.0,0.0,0.0,1.0
sub4668244,0.0,0.0,0.0,0.0,1.0
sub2969942,0.0,0.0,0.0,0.0,1.0
sub3309289,1.0,0.0,0.0,0.0,0.0
sub3892055,1.0,0.0,0.0,0.0,0.0
sub2856313,1.0,0.0,0.0,0.0,0.0
sub1390614,0.0,1.0,0.0,0.0,0.0
sub4262037,1.0,0.0,0.0,0.0,0.0
sub2016246,0.0,0.0,0.0,1.0,0.0
sub3331519,1.0,0.0,0.0,0.0,0.0
sub2652521,0.0,0.0,0.0,1.0,0.0
sub4695344,1.0,0.0,0.0,0.0,0.0
sub4423162,0.0,0.0,1.0,0.0,0.0
sub5217065,0.0,0.0,1.0,0.0,0.0
sub5831412,1.0,0.0,0.0,0.0,0.0
sub4084062,0.0,1.0,0.0,0.0,0.0
sub1088117,1.0,0.0,0.0,0.0,0.0
sub1353809,0.0,0.0,1.0,0.0,0.0
sub5627307,0.0,0.0,0.0,1.0,0.0
sub2923968,0.0,0.0,0.0,0.0,1.0
sub2192539,0.0,0.0,0.0,1.0,0.0
sub4315653,0.0,0.0,0.0,1.0,0.0
sub2842759,0.0,1.0,0.0,0.0,0.0
sub4101440,1.0,0.0,0.0,0.0,0.0
sub6024559,0.0,0.0,0.0,1.0,0.0
sub2024286,0.0,0.0,0.0,0.0,1.0
sub4005308,0.0,0.0,1.0,0.0,0.0
sub1880303,0.0,0.0,1.0,0.0,0.0
sub2140691,0.0,0.0,1.0,0.0,0.0
sub2000467,1.0,0.0,0.0,0.0,0.0
sub4792057,0.0,0.0,0.0,1.0,0.0
sub1570101,0.0,1.0,0.0,0.0,0.0
sub2748520,0.0,1.0,0.0,0.0,0.0
sub3342230,0.0,0.0,0.0,1.0,0.0
sub2993669,0.0,0.0,0.0,0.0,1.0
sub2664724,1.0,0.0,0.0,0.0,0.0
sub2313235,0.0,0.0,1.0,0.0,0.0
sub3791232,0.0,0.0,0.0,1.0,0.0
sub4488361,1.0,0.0,0.0,0.0,0.0
sub4019480,1.0,0.0,0.0,0.0,0.0
sub3087468,1.0,0.0,0.0,0.0,0.0
sub1035008,0.0,1.0,0.0,0.0,0.0
sub1008869,0.0,0.0,0.0,0.0,1.0
sub4065388,0.0,0.0,1.0,0.0,0.0
sub2615874,0.0,0.0,0.0,1.0,0.0
sub3554765,0.0,0.0,0.0,1.0,0.0
sub4233103,0.0,0.0,0.0,0.0,1.0
sub4134139,0.0,1.0,0.0,0.0,0.0
sub2647623,1.0,0.0,0.0,0.0,0.0
sub3128678,0.0,0.0,0.0,0.0,1.0
sub4824995,0.0,1.0,0.0,0.0,0.0
sub4314695,1.0,0.0,0.0,0.0,0.0
sub3449853,0.0,0.0,1.0,0.0,0.0
sub4334396,1.0,0.0,0.0,0.0,0.0
sub1844631,0.0,1.0,0.0,0.0,0.0
sub1181583,0.0,0.0,1.0,0.0,0.0
sub2075425,0.0,0.0,0.0,0.0,1.0
sub1990447,0.0,0.0,0.0,1.0,0.0
sub1265967,0.0,0.0,0.0,0.0,1.0
sub2449698,0.0,0.0,0.0,0.0,1.0
sub4697756,0.0,0.0,0.0,0.0,1.0
sub1211703,0.0,0.0,0.0,1.0,0.0
sub2383390,1.0,0.0,0.0,0.0,0.0
sub4677617,1.0,0.0,0.0,0.0,0.0
sub2188256,0.0,1.0,0.0,0.0,0.0
sub2337031,1.0,0.0,0.0,0.0,0.0
sub2150416,0.0,1.0,0.0,0.0,0.0
sub3640324,0.0,0.0,1.0,0.0,0.0
sub1207398,0.0,0.0,0.0,0.0,1.0
sub2184566,1.0,0.0,0.0,0.0,0.0
sub3507290,0.0,0.0,0.0,0.0,1.0
sub1379572,0.0,0.0,0.0,0.0,1.0
sub1864727,0.0,0.0,0.0,0.0,1.0
sub4822405,0.0,0.0,0.0,1.0,0.0
sub1825713,1.0,0.0,0.0,0.0,0.0
sub3152926,0.0,0.0,0.0,0.0,1.0
sub2044541,0.0,0.0,0.0,0.0,1.0
sub2956024,0.0,0.0,1.0,0.0,0.0
sub2599668,0.0,0.0,0.0,0.0,1.0
sub3597231,0.0,1.0,0.0,0.0,0.0
sub3901136,0.0,0.0,0.0,0.0,1.0
sub2937728,1.0,0.0,0.0,0.0,0.0
sub4935428,1.0,0.0,0.0,0.0,0.0
sub1697746,0.0,1.0,0.0,0.0,0.0
sub2483408,0.0,0.0,1.0,0.0,0.0
sub4077531,0.0,0.0,1.0,0.0,0.0
sub3368999,0.0,1.0,0.0,0.0,0.0
sub2337279,0.0,1.0,0.0,0.0,0.0
sub3800601,0.0,0.0,0.0,1.0,0.0
sub4754025,0.0,0.0,0.0,1.0,0.0
sub2908116,0.0,0.0,0.0,0.0,1.0
sub4725109,1.0,0.0,0.0,0.0,0.0
sub4157226,0.0,0.0,1.0,0.0,0.0
sub2490026,0.0,0.0,0.0,0.0,1.0
sub4191688,0.0,0.0,0.0,1.0,0.0
sub1924839,1.0,0.0,0.0,0.0,0.0
sub1016492,0.0,1.0,0.0,0.0,0.0
sub3892151,0.0,1.0,0.0,0.0,0.0
sub3546469,0.0,1.0,0.0,0.0,0.0
sub3232290,0.0,1.0,0.0,0.0,0.0
sub2075344,0.0,0.0,0.0,1.0,0.0
sub4048011,0.0,0.0,1.0,0.0,0.0
sub1154548,0.0,1.0,0.0,0.0,0.0
sub3640193,0.0,0.0,0.0,0.0,1.0
sub4632292,0.0,1.0,0.0,0.0,0.0
sub2768970,0.0,0.0,0.0,1.0,0.0
sub2541421,1.0,0.0,0.0,0.0,0.0
sub4324619,0.0,0.0,1.0,0.0,0.0
sub2431905,0.0,1.0,0.0,0.0,0.0
sub2598738,0.0,1.0,0.0,0.0,0.0
sub1227295,0.0,0.0,0.0,1.0,0.0
sub2640805,0.0,0.0,0.0,1.0,0.0
sub2138159,0.0,0.0,0.0,1.0,0.0
sub1545702,0.0,0.0,0.0,1.0,0.0
sub2036643,0.0,0.0,0.0,1.0,0.0
sub4320662,0.0,0.0,1.0,0.0,0.0
sub2188022,0.0,0.0,0.0,0.0,1.0
sub4101734,0.0,0.0,1.0,0.0,0.0
sub4647059,0.0,0.0,1.0,0.0,0.0
sub4369009,0.0,0.0,1.0,0.0,0.0
sub4377785,1.0,0.0,0.0,0.0,0.0
sub2850353,0.0,0.0,1.0,0.0,0.0
sub1319479,1.0,0.0,0.0,0.0,0.0
sub2595931,0.0,0.0,0.0,1.0,0.0
sub3559026,0.0,0.0,0.0,1.0,0.0
sub2815917,0.0,1.0,0.0,0.0,0.0
sub1690034,1.0,0.0,0.0,0.0,0.0
sub1201504,0.0,0.0,0.0,1.0,0.0
sub5098283,0.0,0.0,0.0,0.0,1.0
sub1271454,0.0,0.0,0.0,0.0,1.0
sub4310559,0.0,0.0,0.0,1.0,0.0
sub2526628,0.0,1.0,0.0,0.0,0.0
sub4543091,0.0,0.0,0.0,1.0,0.0
sub4807439,0.0,0.0,0.0,0.0,1.0
sub4320033,0.0,0.0,1.0,0.0,0.0
sub1687440,0.0,0.0,0.0,1.0,0.0
sub1247377,1.0,0.0,0.0,0.0,0.0
sub2387884,0.0,0.0,0.0,1.0,0.0
sub1835164,1.0,0.0,0.0,0.0,0.0
sub4534198,0.0,0.0,0.0,1.0,0.0
sub1368664,0.0,0.0,1.0,0.0,0.0
sub1760740,0.0,0.0,1.0,0.0,0.0
sub2984220,0.0,0.0,0.0,0.0,1.0
sub2025189,0.0,0.0,0.0,1.0,0.0
sub3452281,0.0,0.0,0.0,1.0,0.0
sub2406017,1.0,0.0,0.0,0.0,0.0
sub3832129,1.0,0.0,0.0,0.0,0.0
sub3946797,0.0,1.0,0.0,0.0,0.0
sub3433116,0.0,0.0,0.0,1.0,0.0
sub3754656,0.0,0.0,0.0,0.0,1.0
sub1063190,1.0,0.0,0.0,0.0,0.0
sub1750847,0.0,0.0,0.0,1.0,0.0
sub1191692,0.0,0.0,0.0,0.0,1.0
sub4292246,0.0,1.0,0.0,0.0,0.0
sub2267115,1.0,0.0,0.0,0.0,0.0
sub1442260,0.0,0.0,0.0,0.0,1.0
sub1335632,0.0,0.0,1.0,0.0,0.0
sub4488662,0.0,0.0,1.0,0.0,0.0
sub3500232,0.0,0.0,0.0,0.0,1.0
sub2787918,1.0,0.0,0.0,0.0,0.0
sub3426419,1.0,0.0,0.0,0.0,0.0
sub5578978,0.0,0.0,0.0,1.0,0.0
sub4591051,0.0,0.0,0.0,1.0,0.0
sub1133991,1.0,0.0,0.0,0.0,0.0
sub5808789,0.0,1.0,0.0,0.0,0.0
sub1316798,0.0,0.0,0.0,1.0,0.0
sub3777120,0.0,1.0,0.0,0.0,0.0
sub4669348,0.0,0.0,1.0,0.0,0.0
sub1914025,1.0,0.0,0.0,0.0,0.0
sub2395291,0.0,0.0,0.0,0.0,1.0
sub4729153,0.0,0.0,0.0,0.0,1.0
sub4247858,0.0,0.0,0.0,0.0,1.0
sub4437594,0.0,0.0,1.0,0.0,0.0
sub2943532,1.0,0.0,0.0,0.0,0.0
sub1537348,0.0,1.0,0.0,0.0,0.0
sub2102109,1.0,0.0,0.0,0.0,0.0
sub2124130,0.0,0.0,0.0,0.0,1.0
sub2376042,0.0,1.0,0.0,0.0,0.0
sub5465292,0.0,0.0,1.0,0.0,0.0
sub4106662,0.0,0.0,1.0,0.0,0.0
sub1332252,1.0,0.0,0.0,0.0,0.0
sub2914506,1.0,0.0,0.0,0.0,0.0
sub4124874,1.0,0.0,0.0,0.0,0.0
sub4625233,0.0,1.0,0.0,0.0,0.0
sub1987553,0.0,0.0,0.0,1.0,0.0
sub3783252,1.0,0.0,0.0,0.0,0.0
sub3031992,0.0,1.0,0.0,0.0,0.0
sub3420337,0.0,1.0,0.0,0.0,0.0
sub2597068,0.0,0.0,0.0,1.0,0.0
sub3669657,0.0,0.0,0.0,0.0,1.0
sub5059644,0.0,0.0,0.0,0.0,1.0
sub3884658,0.0,0.0,0.0,1.0,0.0
sub1849676,0.0,0.0,1.0,0.0,0.0
sub3873666,0.0,0.0,0.0,0.0,1.0
sub2669556,1.0,0.0,0.0,0.0,0.0
sub4616834,0.0,1.0,0.0,0.0,0.0
sub3229390,0.0,0.0,0.0,1.0,0.0
sub2283511,0.0,0.0,0.0,0.0,1.0
sub2410572,0.0,0.0,0.0,1.0,0.0
sub1410344,0.0,0.0,1.0,0.0,0.0
sub2844309,0.0,0.0,0.0,0.0,1.0
sub2363048,0.0,1.0,0.0,0.0,0.0
sub2675955,0.0,1.0,0.0,0.0,0.0
sub2683067,0.0,0.0,1.0,0.0,0.0
sub4568487,1.0,0.0,0.0,0.0,0.0
sub1764245,0.0,0.0,0.0,0.0,1.0
sub1749715,0.0,0.0,1.0,0.0,0.0
sub1626802,0.0,1.0,0.0,0.0,0.0
sub5923073,1.0,0.0,0.0,0.0,0.0
