,fold_0,fold_1,fold_2,fold_3,fold_4
sub3734841,0.0,1.0,0.0,0.0,0.0
sub4017094,0.0,0.0,1.0,0.0,0.0
sub5068692,1.0,0.0,0.0,0.0,0.0
sub4734206,0.0,0.0,0.0,0.0,1.0
sub3795215,0.0,0.0,1.0,0.0,0.0
sub4739585,0.0,1.0,0.0,0.0,0.0
sub1656283,0.0,0.0,1.0,0.0,0.0
sub1707270,1.0,0.0,0.0,0.0,0.0
sub3953714,0.0,1.0,0.0,0.0,0.0
sub2416232,0.0,1.0,0.0,0.0,0.0
sub2549951,0.0,0.0,0.0,1.0,0.0
sub3764007,0.0,0.0,0.0,1.0,0.0
sub1684039,0.0,1.0,0.0,0.0,0.0
sub1692271,1.0,0.0,0.0,0.0,0.0
sub1197511,0.0,0.0,0.0,1.0,0.0
sub1610768,1.0,0.0,0.0,0.0,0.0
sub4277346,0.0,0.0,1.0,0.0,0.0
sub2093290,0.0,0.0,0.0,0.0,1.0
sub1846597,0.0,0.0,0.0,1.0,0.0
sub2830657,0.0,0.0,0.0,1.0,0.0
sub3301835,0.0,0.0,0.0,1.0,0.0
sub2080869,0.0,0.0,1.0,0.0,0.0
sub3270552,1.0,0.0,0.0,0.0,0.0
sub3619253,1.0,0.0,0.0,0.0,0.0
sub5273044,0.0,0.0,1.0,0.0,0.0
sub3420337,1.0,0.0,0.0,0.0,0.0
sub1027927,0.0,0.0,0.0,1.0,0.0
sub1363245,0.0,1.0,0.0,0.0,0.0
sub3296299,0.0,1.0,0.0,0.0,0.0
sub3123128,1.0,0.0,0.0,0.0,0.0
sub1227851,0.0,0.0,0.0,1.0,0.0
sub1389082,1.0,0.0,0.0,0.0,0.0
sub2590282,0.0,0.0,1.0,0.0,0.0
sub2270762,0.0,0.0,0.0,1.0,0.0
sub4421937,1.0,0.0,0.0,0.0,0.0
sub2625833,0.0,0.0,1.0,0.0,0.0
sub4120325,1.0,0.0,0.0,0.0,0.0
sub1399174,0.0,0.0,1.0,0.0,0.0
sub4320342,1.0,0.0,0.0,0.0,0.0
sub3286032,0.0,1.0,0.0,0.0,0.0
sub4009122,0.0,0.0,0.0,1.0,0.0
sub1888809,0.0,1.0,0.0,0.0,0.0
sub4407639,0.0,0.0,0.0,0.0,1.0
sub2902261,0.0,0.0,1.0,0.0,0.0
sub2429290,0.0,0.0,1.0,0.0,0.0
sub1194099,0.0,0.0,1.0,0.0,0.0
sub3433594,0.0,1.0,0.0,0.0,0.0
sub1891901,0.0,1.0,0.0,0.0,0.0
sub1544958,0.0,1.0,0.0,0.0,0.0
sub1333372,0.0,0.0,1.0,0.0,0.0
sub3366393,0.0,1.0,0.0,0.0,0.0
sub3426419,0.0,1.0,0.0,0.0,0.0
sub2642139,0.0,0.0,1.0,0.0,0.0
sub3086750,0.0,0.0,0.0,0.0,1.0
sub3277572,0.0,0.0,1.0,0.0,0.0
sub3783844,0.0,0.0,0.0,0.0,1.0
sub2203044,0.0,0.0,0.0,1.0,0.0
sub5614407,0.0,0.0,1.0,0.0,0.0
sub2904738,0.0,0.0,0.0,0.0,1.0
sub1630660,1.0,0.0,0.0,0.0,0.0
sub3875222,0.0,0.0,0.0,1.0,0.0
sub1679793,0.0,0.0,0.0,1.0,0.0
sub3933966,0.0,0.0,0.0,1.0,0.0
sub3794154,0.0,1.0,0.0,0.0,0.0
sub3545493,0.0,0.0,0.0,0.0,1.0
sub3726134,1.0,0.0,0.0,0.0,0.0
sub2076334,0.0,1.0,0.0,0.0,0.0
sub3016931,0.0,0.0,0.0,0.0,1.0
sub4842501,0.0,0.0,0.0,0.0,1.0
sub3307333,0.0,1.0,0.0,0.0,0.0
sub1273205,0.0,0.0,0.0,1.0,0.0
sub3217912,0.0,0.0,0.0,0.0,1.0
sub3710053,0.0,0.0,0.0,1.0,0.0
sub4115031,0.0,0.0,1.0,0.0,0.0
sub2877216,0.0,0.0,1.0,0.0,0.0
sub5549958,0.0,0.0,0.0,0.0,1.0
sub2597733,1.0,0.0,0.0,0.0,0.0
sub2357767,0.0,0.0,1.0,0.0,0.0
