,fold_0,fold_1,fold_2,fold_3,fold_4
sub5498594,0.0,0.0,1.0,0.0,0.0
sub3803742,0.0,1.0,0.0,0.0,0.0
sub4489543,0.0,0.0,1.0,0.0,0.0
sub4491861,0.0,0.0,0.0,1.0,0.0
sub2518231,0.0,0.0,0.0,1.0,0.0
sub1668856,0.0,0.0,1.0,0.0,0.0
sub2605009,1.0,0.0,0.0,0.0,0.0
sub4686987,1.0,0.0,0.0,0.0,0.0
sub1483811,0.0,0.0,0.0,1.0,0.0
sub2751128,1.0,0.0,0.0,0.0,0.0
sub5871678,0.0,0.0,0.0,1.0,0.0
sub4069442,0.0,0.0,0.0,1.0,0.0
sub1154720,0.0,0.0,1.0,0.0,0.0
sub2049401,0.0,1.0,0.0,0.0,0.0
sub2007117,0.0,0.0,0.0,0.0,1.0
sub2568325,0.0,1.0,0.0,0.0,0.0
sub2173910,0.0,0.0,1.0,0.0,0.0
sub5816752,0.0,0.0,0.0,0.0,1.0
sub3834349,0.0,0.0,1.0,0.0,0.0
sub3140287,1.0,0.0,0.0,0.0,0.0
sub3388351,1.0,0.0,0.0,0.0,0.0
sub3629439,0.0,1.0,0.0,0.0,0.0
sub5162278,0.0,0.0,0.0,1.0,0.0
sub5212937,0.0,0.0,0.0,0.0,1.0
sub3300516,0.0,0.0,1.0,0.0,0.0
sub5532823,0.0,1.0,0.0,0.0,0.0
sub1659491,0.0,1.0,0.0,0.0,0.0
sub2102837,0.0,0.0,0.0,0.0,1.0
sub5147172,0.0,0.0,0.0,0.0,1.0
sub3747563,1.0,0.0,0.0,0.0,0.0
sub5863935,0.0,0.0,0.0,1.0,0.0
sub3880237,0.0,0.0,1.0,0.0,0.0
sub3951383,0.0,0.0,0.0,0.0,1.0
sub4456245,0.0,0.0,1.0,0.0,0.0
sub5790428,0.0,0.0,1.0,0.0,0.0
sub4953747,0.0,0.0,1.0,0.0,0.0
sub4825646,0.0,0.0,1.0,0.0,0.0
sub3869196,1.0,0.0,0.0,0.0,0.0
sub2861026,0.0,0.0,0.0,1.0,0.0
sub2805827,0.0,0.0,1.0,0.0,0.0
sub4215782,0.0,1.0,0.0,0.0,0.0
sub3322872,0.0,0.0,0.0,1.0,0.0
sub1583698,0.0,0.0,0.0,0.0,1.0
sub4292453,1.0,0.0,0.0,0.0,0.0
sub4364590,0.0,0.0,1.0,0.0,0.0
sub1219628,1.0,0.0,0.0,0.0,0.0
sub1932818,0.0,0.0,0.0,0.0,1.0
sub3494005,0.0,0.0,0.0,1.0,0.0
sub5336444,0.0,1.0,0.0,0.0,0.0
sub3727570,0.0,0.0,0.0,1.0,0.0
sub3089450,1.0,0.0,0.0,0.0,0.0
sub3950223,0.0,0.0,1.0,0.0,0.0
sub2369034,0.0,0.0,0.0,0.0,1.0
sub5501792,1.0,0.0,0.0,0.0,0.0
sub2451892,0.0,0.0,1.0,0.0,0.0
sub3095096,0.0,0.0,1.0,0.0,0.0
sub3011460,0.0,0.0,1.0,0.0,0.0
sub1035572,0.0,1.0,0.0,0.0,0.0
sub4617369,0.0,0.0,0.0,1.0,0.0
sub2528636,0.0,0.0,0.0,0.0,1.0
sub3653086,0.0,1.0,0.0,0.0,0.0
sub3238523,0.0,0.0,0.0,1.0,0.0
sub2319760,0.0,0.0,0.0,1.0,0.0
sub2300314,0.0,1.0,0.0,0.0,0.0
sub3343316,1.0,0.0,0.0,0.0,0.0
sub3406793,0.0,1.0,0.0,0.0,0.0
sub3248064,1.0,0.0,0.0,0.0,0.0
sub4257209,0.0,0.0,1.0,0.0,0.0
sub2040963,0.0,0.0,0.0,1.0,0.0
sub1528449,0.0,1.0,0.0,0.0,0.0
sub3196076,1.0,0.0,0.0,0.0,0.0
sub2362913,1.0,0.0,0.0,0.0,0.0
sub1676311,0.0,0.0,0.0,1.0,0.0
sub3974555,0.0,0.0,1.0,0.0,0.0
sub1837167,0.0,1.0,0.0,0.0,0.0
sub2529214,0.0,0.0,0.0,0.0,1.0
sub3964803,0.0,0.0,0.0,0.0,1.0
sub2090742,1.0,0.0,0.0,0.0,0.0
sub2841382,0.0,0.0,0.0,0.0,1.0
sub4404700,1.0,0.0,0.0,0.0,0.0
sub5353896,0.0,1.0,0.0,0.0,0.0
sub1117617,0.0,0.0,0.0,1.0,0.0
sub4722517,0.0,0.0,1.0,0.0,0.0
sub4128159,0.0,0.0,0.0,1.0,0.0
sub4146853,0.0,0.0,0.0,0.0,1.0
sub3577840,0.0,0.0,1.0,0.0,0.0
sub2091034,0.0,0.0,0.0,0.0,1.0
sub4480269,0.0,0.0,1.0,0.0,0.0
sub1573128,0.0,0.0,0.0,0.0,1.0
sub3945943,0.0,0.0,0.0,1.0,0.0
sub4803600,0.0,0.0,0.0,0.0,1.0
sub3906845,0.0,0.0,1.0,0.0,0.0
sub2543964,1.0,0.0,0.0,0.0,0.0
sub1012600,0.0,1.0,0.0,0.0,0.0
sub3023234,0.0,0.0,0.0,0.0,1.0
sub3374131,0.0,0.0,0.0,0.0,1.0
sub1037791,0.0,0.0,0.0,1.0,0.0
sub2360488,0.0,0.0,0.0,0.0,1.0
sub1340427,0.0,1.0,0.0,0.0,0.0
sub2891220,0.0,0.0,0.0,0.0,1.0
sub2929707,0.0,0.0,0.0,1.0,0.0
sub2461823,0.0,0.0,1.0,0.0,0.0
sub1383361,1.0,0.0,0.0,0.0,0.0
sub1139668,0.0,0.0,1.0,0.0,0.0
sub2024938,1.0,0.0,0.0,0.0,0.0
sub2483947,1.0,0.0,0.0,0.0,0.0
sub3969841,0.0,1.0,0.0,0.0,0.0
sub1665949,0.0,0.0,0.0,1.0,0.0
sub1727797,0.0,0.0,0.0,0.0,1.0
sub3342770,1.0,0.0,0.0,0.0,0.0
sub5698930,0.0,1.0,0.0,0.0,0.0
sub1913659,0.0,0.0,0.0,1.0,0.0
sub3403296,0.0,1.0,0.0,0.0,0.0
sub1128441,0.0,0.0,0.0,0.0,1.0
sub4439724,0.0,1.0,0.0,0.0,0.0
sub2125734,1.0,0.0,0.0,0.0,0.0
sub4830066,1.0,0.0,0.0,0.0,0.0
sub4972101,0.0,0.0,0.0,0.0,1.0
sub3954395,0.0,0.0,0.0,0.0,1.0
sub2520519,1.0,0.0,0.0,0.0,0.0
sub1155098,0.0,0.0,1.0,0.0,0.0
sub3676456,0.0,0.0,0.0,0.0,1.0
sub3669456,0.0,1.0,0.0,0.0,0.0
sub4702316,1.0,0.0,0.0,0.0,0.0
sub3693055,0.0,0.0,0.0,0.0,1.0
sub2570685,0.0,0.0,0.0,1.0,0.0
sub4043731,0.0,0.0,0.0,0.0,1.0
sub4592083,1.0,0.0,0.0,0.0,0.0
sub1307046,1.0,0.0,0.0,0.0,0.0
sub2142422,0.0,0.0,1.0,0.0,0.0
sub2914845,0.0,0.0,0.0,0.0,1.0
sub5671576,1.0,0.0,0.0,0.0,0.0
sub5504807,0.0,0.0,0.0,0.0,1.0
sub1242172,1.0,0.0,0.0,0.0,0.0
sub4033321,0.0,0.0,0.0,1.0,0.0
sub3237909,0.0,0.0,0.0,1.0,0.0
sub1653888,0.0,0.0,0.0,0.0,1.0
sub5938185,0.0,0.0,1.0,0.0,0.0
sub4013958,0.0,0.0,0.0,1.0,0.0
sub3537583,0.0,0.0,0.0,1.0,0.0
sub1639165,1.0,0.0,0.0,0.0,0.0
sub2738779,0.0,0.0,0.0,0.0,1.0
sub1983327,0.0,0.0,1.0,0.0,0.0
sub3534269,0.0,0.0,0.0,1.0,0.0
sub2877580,0.0,0.0,0.0,1.0,0.0
sub4346989,0.0,0.0,0.0,1.0,0.0
sub3692794,0.0,0.0,0.0,1.0,0.0
sub3554326,0.0,0.0,1.0,0.0,0.0
sub2613501,0.0,0.0,1.0,0.0,0.0
sub3597706,0.0,0.0,0.0,1.0,0.0
sub2830806,0.0,0.0,0.0,1.0,0.0
sub3421988,0.0,0.0,1.0,0.0,0.0
sub3811382,0.0,0.0,1.0,0.0,0.0
sub4143019,0.0,0.0,0.0,0.0,1.0
sub2144435,0.0,0.0,1.0,0.0,0.0
sub5924289,0.0,1.0,0.0,0.0,0.0
sub5780718,0.0,0.0,0.0,0.0,1.0
sub2858138,1.0,0.0,0.0,0.0,0.0
sub4539743,0.0,0.0,0.0,0.0,1.0
sub2317654,0.0,0.0,0.0,1.0,0.0
sub3801235,0.0,1.0,0.0,0.0,0.0
sub3344593,0.0,0.0,0.0,0.0,1.0
sub5036930,0.0,1.0,0.0,0.0,0.0
sub1991887,1.0,0.0,0.0,0.0,0.0
sub2371975,0.0,0.0,0.0,1.0,0.0
sub5137281,0.0,0.0,1.0,0.0,0.0
sub1213017,1.0,0.0,0.0,0.0,0.0
sub1444226,0.0,1.0,0.0,0.0,0.0
sub2432882,0.0,0.0,0.0,0.0,1.0
sub1548753,0.0,1.0,0.0,0.0,0.0
sub1663215,0.0,0.0,0.0,1.0,0.0
sub1360179,0.0,1.0,0.0,0.0,0.0
sub4050639,0.0,1.0,0.0,0.0,0.0
sub5165985,1.0,0.0,0.0,0.0,0.0
sub4784534,0.0,0.0,0.0,1.0,0.0
sub1039644,1.0,0.0,0.0,0.0,0.0
sub5174134,0.0,0.0,0.0,1.0,0.0
sub3882302,1.0,0.0,0.0,0.0,0.0
sub2281376,0.0,0.0,0.0,1.0,0.0
sub3823082,0.0,0.0,0.0,1.0,0.0
sub2678454,0.0,0.0,0.0,0.0,1.0
sub4789530,1.0,0.0,0.0,0.0,0.0
sub1586186,1.0,0.0,0.0,0.0,0.0
sub4159162,1.0,0.0,0.0,0.0,0.0
sub5682656,0.0,0.0,0.0,0.0,1.0
sub4221873,0.0,0.0,1.0,0.0,0.0
sub2008127,0.0,1.0,0.0,0.0,0.0
sub5277600,0.0,1.0,0.0,0.0,0.0
sub5358860,0.0,0.0,0.0,1.0,0.0
sub1378276,0.0,0.0,0.0,0.0,1.0
sub5012497,0.0,0.0,0.0,0.0,1.0
sub5910112,0.0,0.0,1.0,0.0,0.0
sub2422871,1.0,0.0,0.0,0.0,0.0
sub2161306,1.0,0.0,0.0,0.0,0.0
sub1286655,0.0,1.0,0.0,0.0,0.0
sub4751410,1.0,0.0,0.0,0.0,0.0
sub2093153,0.0,0.0,0.0,1.0,0.0
sub3147256,0.0,0.0,0.0,1.0,0.0
sub5558137,0.0,0.0,0.0,1.0,0.0
sub3200147,0.0,1.0,0.0,0.0,0.0
sub2003779,0.0,1.0,0.0,0.0,0.0
sub2458832,0.0,1.0,0.0,0.0,0.0
sub5892805,0.0,0.0,0.0,0.0,1.0
sub3233480,1.0,0.0,0.0,0.0,0.0
sub2317965,0.0,1.0,0.0,0.0,0.0
sub2724310,0.0,0.0,0.0,0.0,1.0
sub5164966,1.0,0.0,0.0,0.0,0.0
sub2445878,0.0,0.0,1.0,0.0,0.0
sub3386939,0.0,0.0,0.0,0.0,1.0
sub5011846,0.0,1.0,0.0,0.0,0.0
sub3167405,1.0,0.0,0.0,0.0,0.0
sub5829617,0.0,0.0,0.0,1.0,0.0
sub4831098,1.0,0.0,0.0,0.0,0.0
sub3960795,0.0,0.0,0.0,0.0,1.0
sub4423701,0.0,0.0,0.0,1.0,0.0
sub1075438,0.0,0.0,1.0,0.0,0.0
sub2039835,0.0,0.0,0.0,0.0,1.0
sub2425487,0.0,1.0,0.0,0.0,0.0
sub3177888,0.0,0.0,1.0,0.0,0.0
sub3771674,0.0,0.0,0.0,1.0,0.0
sub2876052,0.0,0.0,0.0,1.0,0.0
sub5406082,0.0,1.0,0.0,0.0,0.0
sub2630256,1.0,0.0,0.0,0.0,0.0
sub4400629,0.0,0.0,1.0,0.0,0.0
sub2785096,0.0,1.0,0.0,0.0,0.0
sub2125382,0.0,1.0,0.0,0.0,0.0
sub3823348,1.0,0.0,0.0,0.0,0.0
sub2127677,0.0,0.0,0.0,1.0,0.0
sub2310557,0.0,0.0,0.0,0.0,1.0
sub5924610,0.0,0.0,0.0,1.0,0.0
sub2515249,1.0,0.0,0.0,0.0,0.0
sub1572537,0.0,0.0,0.0,0.0,1.0
sub2363453,0.0,0.0,0.0,0.0,1.0
sub4579247,0.0,0.0,0.0,1.0,0.0
sub4905321,0.0,0.0,1.0,0.0,0.0
sub5541490,0.0,0.0,0.0,1.0,0.0
sub4267340,0.0,0.0,0.0,1.0,0.0
sub5690092,0.0,0.0,0.0,1.0,0.0
sub5073413,1.0,0.0,0.0,0.0,0.0
sub2555762,0.0,0.0,0.0,1.0,0.0
sub2336953,0.0,0.0,1.0,0.0,0.0
sub5726635,0.0,1.0,0.0,0.0,0.0
sub3421950,0.0,0.0,1.0,0.0,0.0
sub1887612,0.0,0.0,0.0,1.0,0.0
sub1509272,0.0,0.0,1.0,0.0,0.0
sub2499645,1.0,0.0,0.0,0.0,0.0
sub1562821,0.0,0.0,1.0,0.0,0.0
sub5586919,0.0,0.0,1.0,0.0,0.0
sub2141540,0.0,0.0,1.0,0.0,0.0
sub4473663,0.0,0.0,0.0,1.0,0.0
sub2696545,1.0,0.0,0.0,0.0,0.0
sub4142367,0.0,0.0,1.0,0.0,0.0
1023959xsub,0.0,1.0,0.0,0.0,0.0
sub1044116,0.0,0.0,0.0,0.0,1.0
sub4289806,0.0,0.0,0.0,0.0,1.0
sub2716971,0.0,0.0,1.0,0.0,0.0
sub2956754,0.0,1.0,0.0,0.0,0.0
sub3675463,0.0,0.0,0.0,1.0,0.0
sub1603696,0.0,0.0,0.0,1.0,0.0
sub3755129,1.0,0.0,0.0,0.0,0.0
sub2194210,0.0,1.0,0.0,0.0,0.0
sub4598658,0.0,0.0,0.0,0.0,1.0
sub5907949,0.0,0.0,0.0,1.0,0.0
sub3730321,1.0,0.0,0.0,0.0,0.0
sub3485555,0.0,0.0,0.0,0.0,1.0
sub5471487,0.0,1.0,0.0,0.0,0.0
sub2996859,0.0,0.0,0.0,0.0,1.0
sub1251494,0.0,0.0,1.0,0.0,0.0
sub2924098,1.0,0.0,0.0,0.0,0.0
sub4422659,1.0,0.0,0.0,0.0,0.0
sub1782266,1.0,0.0,0.0,0.0,0.0
sub4797244,0.0,0.0,0.0,1.0,0.0
sub3100127,0.0,1.0,0.0,0.0,0.0
sub3670306,0.0,0.0,0.0,0.0,1.0
sub3560867,0.0,0.0,1.0,0.0,0.0
sub2470213,0.0,0.0,0.0,1.0,0.0
sub5717350,0.0,0.0,0.0,0.0,1.0
sub1193454,0.0,1.0,0.0,0.0,0.0
sub3060587,1.0,0.0,0.0,0.0,0.0
sub2801881,0.0,0.0,0.0,0.0,1.0
sub2774882,0.0,0.0,0.0,0.0,1.0
sub1816806,0.0,0.0,1.0,0.0,0.0
sub2676309,1.0,0.0,0.0,0.0,0.0
sub2169224,0.0,0.0,0.0,1.0,0.0
sub1887877,0.0,0.0,0.0,0.0,1.0
sub4535562,0.0,0.0,0.0,1.0,0.0
sub4369314,0.0,1.0,0.0,0.0,0.0
sub4387098,0.0,0.0,0.0,0.0,1.0
sub1304896,1.0,0.0,0.0,0.0,0.0
sub4746783,0.0,0.0,1.0,0.0,0.0
sub3491966,0.0,0.0,0.0,1.0,0.0
sub1520808,1.0,0.0,0.0,0.0,0.0
sub3227472,0.0,0.0,0.0,1.0,0.0
sub3999009,0.0,0.0,0.0,0.0,1.0
sub2073852,0.0,0.0,1.0,0.0,0.0
sub1658256,0.0,0.0,0.0,1.0,0.0
sub3017469,1.0,0.0,0.0,0.0,0.0
sub2380387,0.0,0.0,0.0,1.0,0.0
sub3416242,0.0,0.0,0.0,0.0,1.0
sub3221284,0.0,0.0,0.0,0.0,1.0
sub1209648,0.0,1.0,0.0,0.0,0.0
sub4213703,1.0,0.0,0.0,0.0,0.0
sub1943581,0.0,0.0,0.0,0.0,1.0
sub3879215,0.0,1.0,0.0,0.0,0.0
sub1801711,0.0,0.0,0.0,1.0,0.0
sub2292626,1.0,0.0,0.0,0.0,0.0
sub5665955,0.0,0.0,0.0,0.0,1.0
sub5924308,0.0,0.0,0.0,0.0,1.0
