,fold_0,fold_1,fold_2,fold_3,fold_4
sub3063503,1.0,0.0,0.0,0.0,0.0
sub2265111,0.0,0.0,0.0,1.0,0.0
sub4005949,0.0,0.0,1.0,0.0,0.0
sub3484062,0.0,0.0,0.0,1.0,0.0
sub2097586,0.0,0.0,1.0,0.0,0.0
sub2353431,1.0,0.0,0.0,0.0,0.0
sub2564637,1.0,0.0,0.0,0.0,0.0
sub5894390,0.0,0.0,1.0,0.0,0.0
sub3485766,0.0,0.0,0.0,1.0,0.0
sub2985197,0.0,1.0,0.0,0.0,0.0
sub4450400,0.0,0.0,1.0,0.0,0.0
sub3273510,0.0,1.0,0.0,0.0,0.0
sub3977453,0.0,0.0,0.0,0.0,1.0
sub1856391,0.0,1.0,0.0,0.0,0.0
sub2861083,1.0,0.0,0.0,0.0,0.0
sub5453431,0.0,1.0,0.0,0.0,0.0
sub2067503,0.0,0.0,0.0,1.0,0.0
sub2007335,0.0,0.0,1.0,0.0,0.0
sub4134359,0.0,0.0,0.0,1.0,0.0
sub3474107,0.0,0.0,1.0,0.0,0.0
sub3318924,0.0,0.0,0.0,0.0,1.0
sub4819350,0.0,0.0,0.0,0.0,1.0
sub3612867,0.0,1.0,0.0,0.0,0.0
sub4558088,0.0,0.0,0.0,0.0,1.0
sub3554355,0.0,1.0,0.0,0.0,0.0
sub2420861,0.0,0.0,1.0,0.0,0.0
sub4126482,1.0,0.0,0.0,0.0,0.0
sub4586072,0.0,0.0,0.0,1.0,0.0
sub1789732,0.0,0.0,1.0,0.0,0.0
sub3723083,0.0,0.0,0.0,0.0,1.0
sub1045170,0.0,1.0,0.0,0.0,0.0
sub1080333,0.0,1.0,0.0,0.0,0.0
sub1250364,1.0,0.0,0.0,0.0,0.0
sub5708307,0.0,0.0,0.0,1.0,0.0
sub1906388,0.0,0.0,1.0,0.0,0.0
sub4733645,0.0,0.0,0.0,0.0,1.0
sub2628751,0.0,0.0,0.0,1.0,0.0
sub2536675,0.0,0.0,0.0,1.0,0.0
sub1087106,0.0,1.0,0.0,0.0,0.0
sub4004530,0.0,0.0,1.0,0.0,0.0
sub4319613,0.0,0.0,0.0,0.0,1.0
sub1544991,1.0,0.0,0.0,0.0,0.0
sub4851592,0.0,0.0,0.0,1.0,0.0
sub1412473,1.0,0.0,0.0,0.0,0.0
sub2188290,0.0,1.0,0.0,0.0,0.0
sub2281409,0.0,0.0,0.0,1.0,0.0
sub1747969,0.0,0.0,0.0,0.0,1.0
sub2325638,0.0,1.0,0.0,0.0,0.0
sub4515191,0.0,1.0,0.0,0.0,0.0
sub2943896,0.0,1.0,0.0,0.0,0.0
sub4216270,1.0,0.0,0.0,0.0,0.0
sub5549958,1.0,0.0,0.0,0.0,0.0
sub2759528,0.0,1.0,0.0,0.0,0.0
sub4465908,0.0,0.0,0.0,0.0,1.0
sub3558059,0.0,0.0,0.0,0.0,1.0
sub4630566,1.0,0.0,0.0,0.0,0.0
sub4748891,0.0,1.0,0.0,0.0,0.0
sub2900344,0.0,1.0,0.0,0.0,0.0
sub1413119,1.0,0.0,0.0,0.0,0.0
sub2102259,0.0,0.0,0.0,1.0,0.0
sub1486839,0.0,0.0,1.0,0.0,0.0
sub1364685,0.0,0.0,0.0,1.0,0.0
sub2842786,0.0,0.0,0.0,0.0,1.0
sub4155818,0.0,0.0,0.0,1.0,0.0
sub1566764,0.0,0.0,1.0,0.0,0.0
sub1057082,0.0,0.0,0.0,0.0,1.0
sub2771186,0.0,1.0,0.0,0.0,0.0
sub2547412,0.0,1.0,0.0,0.0,0.0
sub4912979,0.0,1.0,0.0,0.0,0.0
sub2003802,0.0,0.0,0.0,0.0,1.0
sub4309052,0.0,1.0,0.0,0.0,0.0
sub1139823,0.0,0.0,0.0,0.0,1.0
sub3183749,0.0,1.0,0.0,0.0,0.0
sub2760148,0.0,1.0,0.0,0.0,0.0
sub2102952,0.0,0.0,0.0,0.0,1.0
sub5408536,0.0,0.0,0.0,0.0,1.0
sub1823229,0.0,1.0,0.0,0.0,0.0
sub1820888,0.0,0.0,0.0,0.0,1.0
sub4092879,0.0,0.0,1.0,0.0,0.0
sub3048728,0.0,0.0,0.0,0.0,1.0
sub2626733,0.0,0.0,0.0,0.0,1.0
sub1000712,0.0,1.0,0.0,0.0,0.0
sub1994049,0.0,0.0,1.0,0.0,0.0
sub3675360,0.0,1.0,0.0,0.0,0.0
sub1231788,0.0,0.0,1.0,0.0,0.0
sub2555536,0.0,1.0,0.0,0.0,0.0
sub5109367,1.0,0.0,0.0,0.0,0.0
sub2035926,0.0,1.0,0.0,0.0,0.0
sub2733256,0.0,0.0,0.0,0.0,1.0
sub3193907,1.0,0.0,0.0,0.0,0.0
sub4721269,1.0,0.0,0.0,0.0,0.0
sub3726491,1.0,0.0,0.0,0.0,0.0
sub4139014,1.0,0.0,0.0,0.0,0.0
sub2609401,0.0,0.0,1.0,0.0,0.0
sub2087760,1.0,0.0,0.0,0.0,0.0
sub1955979,0.0,0.0,0.0,1.0,0.0
sub2547048,0.0,0.0,0.0,0.0,1.0
sub5496889,0.0,1.0,0.0,0.0,0.0
sub5386935,0.0,0.0,1.0,0.0,0.0
sub5996314,1.0,0.0,0.0,0.0,0.0
sub4587946,1.0,0.0,0.0,0.0,0.0
sub4698967,0.0,1.0,0.0,0.0,0.0
sub4323296,0.0,1.0,0.0,0.0,0.0
sub2644754,0.0,1.0,0.0,0.0,0.0
sub1817598,1.0,0.0,0.0,0.0,0.0
sub2014153,0.0,0.0,1.0,0.0,0.0
sub2779255,0.0,1.0,0.0,0.0,0.0
sub2433398,0.0,1.0,0.0,0.0,0.0
sub1539604,0.0,0.0,0.0,0.0,1.0
sub3989549,1.0,0.0,0.0,0.0,0.0
sub3269655,1.0,0.0,0.0,0.0,0.0
sub2635765,1.0,0.0,0.0,0.0,0.0
sub3673549,0.0,0.0,0.0,1.0,0.0
sub3501394,0.0,1.0,0.0,0.0,0.0
sub1761913,0.0,1.0,0.0,0.0,0.0
sub4634467,0.0,1.0,0.0,0.0,0.0
sub3224447,0.0,0.0,1.0,0.0,0.0
sub3861431,1.0,0.0,0.0,0.0,0.0
sub3836848,0.0,0.0,0.0,0.0,1.0
sub1120214,1.0,0.0,0.0,0.0,0.0
sub5859117,0.0,0.0,0.0,1.0,0.0
sub4723687,1.0,0.0,0.0,0.0,0.0
sub2953535,0.0,1.0,0.0,0.0,0.0
sub3488079,1.0,0.0,0.0,0.0,0.0
sub3927810,0.0,1.0,0.0,0.0,0.0
sub4863914,0.0,1.0,0.0,0.0,0.0
sub2950334,0.0,0.0,0.0,0.0,1.0
sub4261585,0.0,0.0,1.0,0.0,0.0
sub2763765,0.0,0.0,0.0,0.0,1.0
sub1546176,0.0,0.0,1.0,0.0,0.0
sub1248068,0.0,0.0,0.0,0.0,1.0
sub4412087,0.0,0.0,1.0,0.0,0.0
sub2148720,0.0,0.0,1.0,0.0,0.0
sub2240327,0.0,1.0,0.0,0.0,0.0
sub1823818,0.0,0.0,0.0,1.0,0.0
sub1601369,0.0,1.0,0.0,0.0,0.0
sub5545632,1.0,0.0,0.0,0.0,0.0
sub3787927,0.0,0.0,0.0,0.0,1.0
sub3864016,0.0,0.0,0.0,1.0,0.0
sub3780965,0.0,0.0,0.0,0.0,1.0
sub5914448,1.0,0.0,0.0,0.0,0.0
sub1278312,0.0,0.0,0.0,0.0,1.0
sub2201707,0.0,0.0,0.0,0.0,1.0
