,fold_0,fold_1,fold_2,fold_3,fold_4
sub4107384,0.0,0.0,1.0,0.0,0.0
sub3342924,0.0,1.0,0.0,0.0,0.0
sub3006746,0.0,0.0,0.0,1.0,0.0
sub1042048,0.0,0.0,0.0,0.0,1.0
sub4221831,1.0,0.0,0.0,0.0,0.0
sub4111210,0.0,1.0,0.0,0.0,0.0
sub2977421,0.0,0.0,0.0,1.0,0.0
sub3863046,1.0,0.0,0.0,0.0,0.0
sub4072378,1.0,0.0,0.0,0.0,0.0
sub2497550,0.0,0.0,0.0,0.0,1.0
sub3792183,0.0,0.0,0.0,1.0,0.0
sub1255997,0.0,0.0,0.0,1.0,0.0
sub2063879,1.0,0.0,0.0,0.0,0.0
sub2802864,0.0,0.0,0.0,0.0,1.0
sub5992549,0.0,0.0,0.0,1.0,0.0
sub1765505,1.0,0.0,0.0,0.0,0.0
sub4034223,1.0,0.0,0.0,0.0,0.0
sub2807678,0.0,0.0,1.0,0.0,0.0
sub4055916,1.0,0.0,0.0,0.0,0.0
sub3395398,0.0,0.0,0.0,0.0,1.0
sub3097359,0.0,0.0,0.0,1.0,0.0
sub2090320,0.0,0.0,0.0,0.0,1.0
sub3871005,0.0,0.0,0.0,1.0,0.0
sub5103023,0.0,0.0,0.0,0.0,1.0
sub1111971,0.0,0.0,0.0,1.0,0.0
sub4511485,0.0,0.0,0.0,1.0,0.0
sub1176912,0.0,1.0,0.0,0.0,0.0
sub2599387,0.0,0.0,0.0,1.0,0.0
sub4393446,0.0,1.0,0.0,0.0,0.0
sub3284203,1.0,0.0,0.0,0.0,0.0
sub2385089,0.0,0.0,0.0,0.0,1.0
sub1496898,1.0,0.0,0.0,0.0,0.0
sub4769837,0.0,0.0,1.0,0.0,0.0
sub5368076,0.0,1.0,0.0,0.0,0.0
sub2277975,0.0,1.0,0.0,0.0,0.0
sub4431224,1.0,0.0,0.0,0.0,0.0
sub1284594,0.0,1.0,0.0,0.0,0.0
sub3857252,0.0,1.0,0.0,0.0,0.0
sub5271054,0.0,0.0,0.0,1.0,0.0
sub2239095,0.0,1.0,0.0,0.0,0.0
sub1415689,0.0,0.0,0.0,1.0,0.0
sub2323779,0.0,0.0,0.0,1.0,0.0
sub4149495,1.0,0.0,0.0,0.0,0.0
sub4407956,0.0,0.0,0.0,1.0,0.0
sub2826674,0.0,1.0,0.0,0.0,0.0
sub4505552,0.0,1.0,0.0,0.0,0.0
sub5071976,0.0,0.0,0.0,1.0,0.0
sub1744379,0.0,1.0,0.0,0.0,0.0
sub3870542,0.0,0.0,0.0,1.0,0.0
sub1589071,0.0,1.0,0.0,0.0,0.0
sub1530389,0.0,1.0,0.0,0.0,0.0
sub2230460,0.0,0.0,1.0,0.0,0.0
sub4284912,0.0,1.0,0.0,0.0,0.0
sub4244511,0.0,1.0,0.0,0.0,0.0
sub1258612,0.0,0.0,0.0,1.0,0.0
sub2095833,0.0,0.0,0.0,0.0,1.0
sub2590096,0.0,0.0,1.0,0.0,0.0
sub4417857,0.0,0.0,0.0,0.0,1.0
sub3870526,1.0,0.0,0.0,0.0,0.0
sub3884494,1.0,0.0,0.0,0.0,0.0
sub2993669,0.0,0.0,0.0,1.0,0.0
sub4446780,0.0,0.0,0.0,0.0,1.0
sub1168307,0.0,1.0,0.0,0.0,0.0
sub3213691,0.0,0.0,0.0,0.0,1.0
sub2248175,0.0,0.0,1.0,0.0,0.0
sub1712811,0.0,0.0,1.0,0.0,0.0
sub2026332,0.0,0.0,0.0,0.0,1.0
sub2987619,0.0,0.0,1.0,0.0,0.0
sub5346518,0.0,1.0,0.0,0.0,0.0
sub3214958,0.0,0.0,1.0,0.0,0.0
sub2293360,0.0,1.0,0.0,0.0,0.0
sub1410900,0.0,0.0,0.0,0.0,1.0
sub1593155,0.0,0.0,0.0,1.0,0.0
sub3808870,0.0,0.0,0.0,0.0,1.0
sub4796077,0.0,1.0,0.0,0.0,0.0
sub1898502,1.0,0.0,0.0,0.0,0.0
sub1703187,0.0,0.0,0.0,1.0,0.0
