,fold_0,fold_1,fold_2,fold_3,fold_4
sub1567365,0.0,0.0,0.0,0.0,1.0
sub4712386,0.0,0.0,0.0,1.0,0.0
sub2872486,0.0,0.0,0.0,0.0,1.0
sub3672542,1.0,0.0,0.0,0.0,0.0
sub4623131,0.0,0.0,0.0,1.0,0.0
sub1842987,0.0,0.0,1.0,0.0,0.0
sub1664278,1.0,0.0,0.0,0.0,0.0
sub1676094,0.0,0.0,0.0,0.0,1.0
sub4609605,0.0,0.0,0.0,1.0,0.0
sub3982716,0.0,0.0,1.0,0.0,0.0
sub3052123,0.0,1.0,0.0,0.0,0.0
sub3219947,0.0,0.0,0.0,1.0,0.0
sub2664091,0.0,1.0,0.0,0.0,0.0
sub1631377,0.0,0.0,0.0,1.0,0.0
sub1757786,0.0,0.0,1.0,0.0,0.0
sub1463295,0.0,0.0,1.0,0.0,0.0
sub2516621,0.0,0.0,0.0,1.0,0.0
sub3849433,0.0,0.0,0.0,0.0,1.0
sub1318110,0.0,1.0,0.0,0.0,0.0
sub3461798,0.0,0.0,0.0,1.0,0.0
sub1493359,0.0,0.0,1.0,0.0,0.0
sub3932788,1.0,0.0,0.0,0.0,0.0
sub4007381,0.0,0.0,0.0,1.0,0.0
sub4216098,0.0,0.0,0.0,1.0,0.0
sub4592007,0.0,0.0,0.0,0.0,1.0
sub3965459,0.0,0.0,1.0,0.0,0.0
sub5114986,0.0,1.0,0.0,0.0,0.0
sub4414104,0.0,0.0,1.0,0.0,0.0
sub2742803,0.0,0.0,0.0,0.0,1.0
sub3887432,0.0,0.0,1.0,0.0,0.0
sub2799832,0.0,0.0,1.0,0.0,0.0
sub1045709,0.0,1.0,0.0,0.0,0.0
sub2203586,0.0,0.0,1.0,0.0,0.0
sub2763111,1.0,0.0,0.0,0.0,0.0
sub5354521,0.0,1.0,0.0,0.0,0.0
sub2364111,0.0,0.0,1.0,0.0,0.0
sub5613632,0.0,0.0,1.0,0.0,0.0
sub1496898,0.0,0.0,1.0,0.0,0.0
sub5199624,1.0,0.0,0.0,0.0,0.0
sub4486163,1.0,0.0,0.0,0.0,0.0
sub2344627,0.0,0.0,0.0,0.0,1.0
sub2288485,0.0,1.0,0.0,0.0,0.0
sub2107038,1.0,0.0,0.0,0.0,0.0
sub4846616,0.0,0.0,0.0,1.0,0.0
sub2779385,0.0,1.0,0.0,0.0,0.0
sub5538190,0.0,0.0,1.0,0.0,0.0
sub4113291,0.0,0.0,0.0,0.0,1.0
sub3681512,0.0,1.0,0.0,0.0,0.0
sub4712074,1.0,0.0,0.0,0.0,0.0
sub3194832,0.0,0.0,1.0,0.0,0.0
sub5586077,0.0,0.0,1.0,0.0,0.0
sub2472020,1.0,0.0,0.0,0.0,0.0
sub2260819,0.0,1.0,0.0,0.0,0.0
sub4391380,0.0,0.0,0.0,0.0,1.0
sub2731495,1.0,0.0,0.0,0.0,0.0
sub2185179,0.0,0.0,0.0,0.0,1.0
sub3509811,0.0,0.0,0.0,0.0,1.0
sub1110314,0.0,0.0,1.0,0.0,0.0
sub5244157,1.0,0.0,0.0,0.0,0.0
