,fold_0,fold_1,fold_2,fold_3,fold_4
sub4430855,1.0,0.0,0.0,0.0,0.0
sub1364051,1.0,0.0,0.0,0.0,0.0
sub5739961,0.0,0.0,1.0,0.0,0.0
sub3494326,0.0,0.0,0.0,0.0,1.0
sub2928094,1.0,0.0,0.0,0.0,0.0
sub2368169,0.0,0.0,0.0,1.0,0.0
sub5356586,0.0,0.0,0.0,0.0,1.0
sub2959230,1.0,0.0,0.0,0.0,0.0
sub3574717,0.0,0.0,0.0,0.0,1.0
sub3784361,1.0,0.0,0.0,0.0,0.0
sub5987128,0.0,1.0,0.0,0.0,0.0
sub1559347,0.0,0.0,0.0,1.0,0.0
sub1280436,0.0,0.0,1.0,0.0,0.0
sub2882377,0.0,0.0,0.0,1.0,0.0
sub2495187,0.0,0.0,0.0,0.0,1.0
sub2400436,0.0,0.0,0.0,0.0,1.0
sub2433811,0.0,1.0,0.0,0.0,0.0
sub4424702,0.0,0.0,1.0,0.0,0.0
sub4242125,0.0,0.0,0.0,1.0,0.0
sub3882551,0.0,0.0,0.0,1.0,0.0
sub1233062,0.0,0.0,1.0,0.0,0.0
sub1527138,1.0,0.0,0.0,0.0,0.0
sub5719539,0.0,0.0,0.0,0.0,1.0
sub1961936,0.0,0.0,0.0,0.0,1.0
sub3432250,0.0,0.0,0.0,1.0,0.0
sub2503832,0.0,1.0,0.0,0.0,0.0
sub1813856,0.0,0.0,1.0,0.0,0.0
sub3769135,0.0,0.0,1.0,0.0,0.0
sub5712493,1.0,0.0,0.0,0.0,0.0
sub5767964,0.0,1.0,0.0,0.0,0.0
sub4372150,0.0,0.0,0.0,0.0,1.0
sub3483473,0.0,1.0,0.0,0.0,0.0
sub2931811,0.0,1.0,0.0,0.0,0.0
sub2990918,1.0,0.0,0.0,0.0,0.0
sub3949659,1.0,0.0,0.0,0.0,0.0
sub4260471,0.0,0.0,0.0,1.0,0.0
sub2487453,1.0,0.0,0.0,0.0,0.0
sub5369820,0.0,1.0,0.0,0.0,0.0
sub4965283,0.0,0.0,1.0,0.0,0.0
sub2066194,0.0,0.0,0.0,0.0,1.0
sub4670482,0.0,0.0,1.0,0.0,0.0
sub4642663,0.0,0.0,0.0,0.0,1.0
sub3980408,0.0,0.0,0.0,0.0,1.0
sub4175540,0.0,1.0,0.0,0.0,0.0
sub5422690,0.0,0.0,0.0,1.0,0.0
sub4791184,0.0,0.0,1.0,0.0,0.0
sub3487392,1.0,0.0,0.0,0.0,0.0
sub4834648,0.0,0.0,1.0,0.0,0.0
sub3336188,1.0,0.0,0.0,0.0,0.0
sub1071373,1.0,0.0,0.0,0.0,0.0
sub3701264,0.0,0.0,0.0,1.0,0.0
sub1684356,0.0,0.0,0.0,0.0,1.0
sub5574460,0.0,1.0,0.0,0.0,0.0
sub5790313,0.0,0.0,0.0,0.0,1.0
sub3757782,0.0,1.0,0.0,0.0,0.0
sub5948422,0.0,0.0,1.0,0.0,0.0
sub1716502,0.0,0.0,1.0,0.0,0.0
sub4564393,1.0,0.0,0.0,0.0,0.0
sub2699638,0.0,0.0,0.0,1.0,0.0
sub2661413,0.0,0.0,0.0,0.0,1.0
sub2159035,0.0,0.0,0.0,0.0,1.0
sub2630775,0.0,0.0,0.0,0.0,1.0
sub2210915,0.0,0.0,0.0,0.0,1.0
sub5480082,0.0,0.0,0.0,0.0,1.0
sub1103069,0.0,0.0,0.0,0.0,1.0
sub3230849,0.0,0.0,1.0,0.0,0.0
sub1490505,1.0,0.0,0.0,0.0,0.0
sub3805354,0.0,1.0,0.0,0.0,0.0
sub2931173,1.0,0.0,0.0,0.0,0.0
sub2950850,1.0,0.0,0.0,0.0,0.0
sub3067375,0.0,0.0,1.0,0.0,0.0
sub4181270,0.0,0.0,1.0,0.0,0.0
sub4758479,0.0,1.0,0.0,0.0,0.0
sub4787867,0.0,0.0,0.0,0.0,1.0
sub5319868,0.0,0.0,1.0,0.0,0.0
sub2525966,1.0,0.0,0.0,0.0,0.0
sub1948965,0.0,1.0,0.0,0.0,0.0
sub1870199,0.0,0.0,1.0,0.0,0.0
sub3525130,0.0,0.0,1.0,0.0,0.0
sub4082692,0.0,0.0,0.0,0.0,1.0
sub4412617,1.0,0.0,0.0,0.0,0.0
sub1215739,0.0,0.0,0.0,0.0,1.0
sub3669467,1.0,0.0,0.0,0.0,0.0
sub4179020,0.0,0.0,0.0,1.0,0.0
sub1771626,1.0,0.0,0.0,0.0,0.0
sub3562928,0.0,0.0,0.0,0.0,1.0
sub3893682,0.0,0.0,1.0,0.0,0.0
sub2244850,1.0,0.0,0.0,0.0,0.0
sub3026378,0.0,0.0,0.0,0.0,1.0
sub2191325,1.0,0.0,0.0,0.0,0.0
sub2182396,1.0,0.0,0.0,0.0,0.0
sub2118877,0.0,0.0,0.0,0.0,1.0
sub3253611,0.0,0.0,1.0,0.0,0.0
sub3791613,0.0,0.0,0.0,1.0,0.0
sub5186779,0.0,0.0,0.0,0.0,1.0
sub2318285,1.0,0.0,0.0,0.0,0.0
sub3101217,0.0,0.0,0.0,0.0,1.0
sub2309951,1.0,0.0,0.0,0.0,0.0
sub5026091,0.0,1.0,0.0,0.0,0.0
sub3572151,0.0,0.0,1.0,0.0,0.0
sub1487776,0.0,0.0,1.0,0.0,0.0
sub5838500,0.0,1.0,0.0,0.0,0.0
sub3449148,0.0,0.0,1.0,0.0,0.0
sub1082864,0.0,0.0,1.0,0.0,0.0
sub2462423,0.0,0.0,1.0,0.0,0.0
sub3445115,0.0,0.0,1.0,0.0,0.0
sub3991799,0.0,0.0,0.0,0.0,1.0
sub4541276,0.0,0.0,0.0,1.0,0.0
sub4169157,0.0,1.0,0.0,0.0,0.0
sub2428004,0.0,0.0,1.0,0.0,0.0
sub2647172,0.0,0.0,1.0,0.0,0.0
sub1541607,1.0,0.0,0.0,0.0,0.0
sub3759942,0.0,0.0,0.0,0.0,1.0
sub1213386,0.0,0.0,0.0,1.0,0.0
sub2100660,0.0,1.0,0.0,0.0,0.0
sub5310932,0.0,1.0,0.0,0.0,0.0
sub1411548,1.0,0.0,0.0,0.0,0.0
sub3438346,1.0,0.0,0.0,0.0,0.0
sub5409473,0.0,0.0,0.0,1.0,0.0
sub1028391,0.0,1.0,0.0,0.0,0.0
sub5434312,0.0,0.0,1.0,0.0,0.0
sub3718711,0.0,0.0,0.0,0.0,1.0
sub1651665,0.0,0.0,1.0,0.0,0.0
sub4111577,0.0,1.0,0.0,0.0,0.0
sub1704451,0.0,0.0,1.0,0.0,0.0
sub3477752,0.0,0.0,0.0,0.0,1.0
sub1317772,0.0,0.0,0.0,1.0,0.0
sub5374591,0.0,0.0,0.0,0.0,1.0
sub1765453,0.0,0.0,0.0,1.0,0.0
sub5149216,0.0,1.0,0.0,0.0,0.0
sub3511222,0.0,0.0,0.0,0.0,1.0
sub2373729,0.0,1.0,0.0,0.0,0.0
sub5530060,0.0,0.0,1.0,0.0,0.0
sub3976199,0.0,0.0,1.0,0.0,0.0
sub2046644,1.0,0.0,0.0,0.0,0.0
sub1229524,0.0,0.0,0.0,0.0,1.0
sub5850049,0.0,0.0,0.0,0.0,1.0
sub1551571,0.0,1.0,0.0,0.0,0.0
sub4600407,0.0,0.0,0.0,0.0,1.0
sub5788735,0.0,0.0,1.0,0.0,0.0
sub4608118,0.0,0.0,0.0,0.0,1.0
sub5344531,0.0,0.0,0.0,1.0,0.0
sub3102030,0.0,0.0,0.0,1.0,0.0
sub1908076,0.0,0.0,0.0,1.0,0.0
sub5504141,0.0,0.0,0.0,0.0,1.0
sub5079788,0.0,0.0,0.0,0.0,1.0
sub3569350,0.0,0.0,0.0,1.0,0.0
sub5870340,0.0,0.0,0.0,1.0,0.0
sub3027254,0.0,0.0,0.0,1.0,0.0
sub3660805,0.0,0.0,0.0,1.0,0.0
sub3325541,0.0,1.0,0.0,0.0,0.0
sub5511436,1.0,0.0,0.0,0.0,0.0
sub4453169,1.0,0.0,0.0,0.0,0.0
sub3078560,0.0,0.0,1.0,0.0,0.0
sub2512295,1.0,0.0,0.0,0.0,0.0
sub5857657,0.0,1.0,0.0,0.0,0.0
sub3371336,0.0,1.0,0.0,0.0,0.0
sub3727566,0.0,0.0,1.0,0.0,0.0
sub3954984,0.0,0.0,0.0,0.0,1.0
sub5902005,0.0,0.0,1.0,0.0,0.0
sub3292701,0.0,0.0,0.0,0.0,1.0
sub5775559,0.0,0.0,0.0,0.0,1.0
sub6018374,0.0,0.0,0.0,1.0,0.0
sub5502678,0.0,0.0,1.0,0.0,0.0
sub1353697,0.0,0.0,0.0,1.0,0.0
sub1137262,1.0,0.0,0.0,0.0,0.0
sub1485266,0.0,0.0,1.0,0.0,0.0
sub5835367,0.0,1.0,0.0,0.0,0.0
sub1926542,0.0,0.0,0.0,0.0,1.0
sub5197195,0.0,0.0,1.0,0.0,0.0
sub2059621,0.0,0.0,1.0,0.0,0.0
sub5763586,1.0,0.0,0.0,0.0,0.0
sub1543962,0.0,0.0,0.0,0.0,1.0
sub3663859,0.0,0.0,0.0,0.0,1.0
sub4217557,0.0,0.0,0.0,0.0,1.0
sub3395761,1.0,0.0,0.0,0.0,0.0
sub4146839,1.0,0.0,0.0,0.0,0.0
