,fold_0,fold_1,fold_2,fold_3,fold_4
sub3081373,1.0,0.0,0.0,0.0,0.0
sub4887698,0.0,0.0,0.0,1.0,0.0
sub3557725,0.0,1.0,0.0,0.0,0.0
sub3638788,0.0,0.0,0.0,1.0,0.0
sub3025012,0.0,0.0,0.0,1.0,0.0
sub1711978,1.0,0.0,0.0,0.0,0.0
sub4684552,0.0,0.0,0.0,1.0,0.0
sub4484868,1.0,0.0,0.0,0.0,0.0
sub2418170,0.0,1.0,0.0,0.0,0.0
sub3172211,0.0,0.0,0.0,0.0,1.0
sub2596530,0.0,0.0,0.0,1.0,0.0
sub1802016,0.0,0.0,0.0,0.0,1.0
sub3487061,0.0,0.0,1.0,0.0,0.0
sub3533751,0.0,0.0,1.0,0.0,0.0
sub2605272,0.0,1.0,0.0,0.0,0.0
sub2903605,0.0,0.0,0.0,1.0,0.0
sub2133733,1.0,0.0,0.0,0.0,0.0
sub3244448,1.0,0.0,0.0,0.0,0.0
sub1149596,0.0,0.0,0.0,0.0,1.0
sub4770337,0.0,0.0,0.0,0.0,1.0
sub4596760,0.0,0.0,0.0,1.0,0.0
sub2104587,0.0,0.0,0.0,0.0,1.0
sub2325858,0.0,0.0,0.0,0.0,1.0
sub4310261,0.0,0.0,1.0,0.0,0.0
sub1670570,0.0,0.0,1.0,0.0,0.0
sub4247858,0.0,1.0,0.0,0.0,0.0
sub1608263,0.0,0.0,0.0,0.0,1.0
sub1719765,0.0,0.0,0.0,0.0,1.0
sub1182531,0.0,0.0,0.0,1.0,0.0
sub3404916,0.0,0.0,0.0,1.0,0.0
sub2702330,0.0,0.0,0.0,1.0,0.0
sub3783844,0.0,0.0,1.0,0.0,0.0
sub5442190,0.0,0.0,0.0,0.0,1.0
sub4226173,0.0,0.0,0.0,1.0,0.0
sub4447924,1.0,0.0,0.0,0.0,0.0
sub5229402,1.0,0.0,0.0,0.0,0.0
sub1584648,0.0,1.0,0.0,0.0,0.0
sub1885760,0.0,1.0,0.0,0.0,0.0
sub1939192,0.0,0.0,0.0,1.0,0.0
sub4655217,0.0,0.0,0.0,0.0,1.0
sub1967877,1.0,0.0,0.0,0.0,0.0
sub1452573,1.0,0.0,0.0,0.0,0.0
sub1091427,0.0,0.0,0.0,0.0,1.0
sub1544630,1.0,0.0,0.0,0.0,0.0
sub2749704,0.0,0.0,0.0,1.0,0.0
